,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.58,0.53,0.5,0.99
jajuk.csv,0.99,0.73,0.58,0.39
vapor.csv,0.3,0.16,0.97,0.17
zorannt.csv,0.35,0.97,0.1,0.48
