,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.61,0.25,0.37,0.99
jajuk.csv,0.99,0.41,0.44,0.78
vapor.csv,0.39,0.2,0.98,0.24
zorannt.csv,0.46,0.98,0.08,0.55
