,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.54,0.52,0.48,0.99
jajuk.csv,0.99,0.74,0.56,0.91
vapor.csv,0.26,0.13,0.96,0.14
zorannt.csv,0.3,0.96,0.08,0.46
