,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.84,0.67,0.81,0.74,0.48,0.92,0.53,0.35,0.88
carabiner.csv,0.74,0.64,0.68,0.61,0.52,0.89,0.4,0.58,0.74
grisbi.csv,0.86,0.69,0.89,0.54,0.56,0.87,0.52,0.47,0.87
jmol.csv,0.74,0.65,0.75,0.68,0.5,0.72,0.55,0.44,0.83
minig.csv,0.71,0.63,0.9,0.57,0.64,0.82,0.51,0.08,0.84
mobicents.csv,0.79,0.67,0.87,0.62,0.5,0.83,0.72,0.33,0.81
x4x.csv,0.76,0.58,0.75,0.68,0.45,0.8,0.62,0.09,0.84
zabbix.csv,0.68,0.59,0.41,0.61,0.46,0.67,0.53,0.14,0.85
zxing.csv,0.61,0.54,0.51,0.69,0.46,0.72,0.45,0.2,0.8
