,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.47,0.13,0.25,0.41,0.63,0.17,0.54,0.57,0.71,0.5,0.44,0.3,0.38,0.36,0.55,0.49
customsagetv.csv,0.4,0.31,0.0,0.41,0.54,0.28,0.45,0.0,0.27,0.4,0.26,0.22,0.6,0.17,0.22,0.88
fluidium.csv,0.1,0.02,0.0,0.46,0.0,0.29,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.5,0.02,0.23
guineu.csv,0.6,0.47,0.06,0.11,0.27,0.52,0.55,0.5,0.17,0.3,0.4,0.47,0.38,0.0,0.29,0.87
inkscape.csv,0.56,0.66,0.0,0.0,0.31,0.18,0.73,0.47,0.36,0.63,0.24,0.0,0.36,0.0,0.24,0.45
mpqc.csv,0.27,0.13,0.12,0.0,0.29,0.66,0.29,0.37,0.25,0.26,0.56,0.39,0.16,0.47,0.2,0.41
nsis.csv,0.47,0.41,0.64,0.3,0.39,0.59,0.3,0.34,0.56,0.54,0.74,0.69,0.53,0.32,0.52,0.77
octave.csv,0.27,0.51,0.17,0.4,0.58,0.23,0.45,0.41,0.1,0.33,0.26,0.5,0.17,0.45,0.31,0.02
owfs.csv,0.5,0.56,0.0,0.4,0.69,0.33,0.68,0.42,0.47,0.58,0.42,0.51,0.62,0.48,0.61,0.34
owlib.csv,0.68,0.69,0.55,0.59,0.59,0.17,0.58,0.67,0.68,0.56,0.45,0.64,0.66,0.55,0.56,0.42
pamguard.csv,0.44,0.46,0.55,0.64,0.6,0.47,0.67,0.6,0.74,0.38,0.26,0.51,0.57,0.06,0.66,0.3
prelude.csv,0.13,0.09,0.85,0.43,0.35,0.35,0.41,0.17,0.49,0.58,0.0,0.68,0.27,0.6,0.32,0.52
robocode.csv,0.72,0.62,0.06,0.58,0.57,0.47,0.75,0.72,0.55,0.62,0.43,0.42,0.36,0.6,0.56,0.57
uwom-server.csv,0.39,0.36,0.12,0.31,0.45,0.32,0.59,0.43,0.61,0.64,0.31,0.55,0.17,0.49,0.23,0.4
zengine.csv,0.0,0.09,0.71,0.38,0.13,0.24,0.0,0.0,0.44,0.21,0.0,0.88,0.21,0.44,0.0,0.33
zildo.csv,0.67,0.6,0.64,0.54,0.49,0.33,0.56,0.4,0.64,0.44,0.25,0.59,0.7,0.33,0.57,0.8
