,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,4.0,0.0,9.0,2.0,0.0,0.0,3.0,0.0,62.0,67.0,0.0,2.0
ivatamasks.csv,4.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,2.0
orc.csv,0.0,0.0,2.0,1.0,0.0,0.0,1.0,136.0,62.0,29.0,0.0,2.0
plato.csv,3.0,0.0,17.0,1.0,0.0,0.0,2.0,0.0,0.0,80.0,0.0,2.0
proftp.csv,73.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,62.0,17.0,0.0,168.0
tycho.csv,20.0,0.0,12.0,1.0,1.0,0.0,9.0,0.0,0.0,45.0,0.0,2.0
uclmda.csv,73.0,0.0,155.0,144.0,0.0,2.0,0.0,0.0,0.0,117.0,4.0,0.0
umber.csv,3.0,0.0,17.0,1.0,1.0,0.0,4.0,1.0,4.0,80.0,0.0,1.0
unicase.csv,1.0,0.0,6.0,1.0,2.0,0.0,2.0,0.0,0.0,72.0,0.0,3.0
vienna-add-in.csv,9.0,0.0,45.0,1.0,0.0,0.0,66.0,0.0,0.0,117.0,0.0,0.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,2.0,0.0,0.0,92.0,0.0,2.0
