,recall,precision,pf,pci_20,ifa,wins
echongl.csv,0.76,0.605,0.5800000000000001,0.45,2.0,0
ivatamasks.csv,0.835,0.675,0.8400000000000001,0.4,0.0,7
orc.csv,0.41,0.5,0.24,0.54,1.0,2
plato.csv,0.96,0.6799999999999999,0.92,0.4,0.5,6
proftp.csv,0.25,0.635,0.12,0.66,0.5,10
tycho.csv,0.325,0.6799999999999999,0.37,0.72,1.0,9
uclmda.csv,0.025,0.49,0.1,0.61,1.0,1
umber.csv,0.875,0.7,0.7649999999999999,0.375,1.0,5
unicase.csv,0.835,0.615,0.67,0.435,1.0,4
vienna-add-in.csv,0.585,0.65,0.5,0.5549999999999999,0.0,8
wpdev.csv,1.0,0.67,0.98,0.39,1.0,3
