,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.28,1.0,0.48,0.07,0.25,0.39,0.13
libtorrent.csv,0.74,0.59,0.93,0.8,0.94,1.0,1.0
mcmc-jags.csv,0.54,0.73,0.37,1.0,0.74,0.53,0.6
nebuladevice.csv,0.64,0.27,0.3,0.33,0.23,0.35,0.93
olap-navigator.csv,0.97,0.64,0.93,0.53,0.75,0.67,0.67
pidgin.csv,0.25,0.64,0.85,0.27,0.99,0.58,0.53
sepgsql.csv,0.2,0.45,0.81,0.4,0.33,0.41,0.27
