,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.85,0.0,0.76,0.95,0.77,0.79,0.93
libtorrent.csv,0.75,0.78,0.74,0.65,0.95,0.06,0.85
mcmc-jags.csv,0.57,0.81,0.85,0.0,0.62,0.58,0.71
nebuladevice.csv,0.99,0.74,0.72,0.71,0.78,0.76,0.07
olap-navigator.csv,0.03,0.62,0.62,0.52,0.53,0.47,0.63
pidgin.csv,0.77,0.62,0.63,0.89,0.05,0.57,0.79
sepgsql.csv,1.14,0.64,0.19,0.99,0.8,0.97,0.87
