,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.38,1.0,0.07,0.08,0.37,0.53,0.1
libtorrent.csv,0.72,0.47,0.11,0.45,0.81,0.99,0.33
mcmc-jags.csv,0.64,0.52,0.06,1.0,0.76,0.66,0.27
nebuladevice.csv,0.62,0.37,0.15,0.33,0.36,0.49,0.97
olap-navigator.csv,0.98,0.55,0.13,0.48,0.77,0.77,0.32
pidgin.csv,0.38,0.55,0.12,0.2,0.98,0.7,0.24
sepgsql.csv,0.25,0.48,0.81,0.22,0.43,0.53,0.15
