,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.75,0.49,0.9,0.94,0.9,0.97,0.0,0.52,0.0,0.93
bibedt.csv,0.72,0.51,0.0,0.88,0.8,0.65,0.67,0.39,0.81,0.47
cascading.csv,0.43,0.38,0.52,0.62,0.0,0.56,0.57,0.41,0.46,0.45
firebreath.csv,0.47,0.39,0.53,0.65,0.0,0.6,0.58,0.52,0.43,0.44
fritzing.csv,0.45,0.86,0.54,0.63,0.89,0.45,0.78,0.4,0.52,0.54
httpcontentparser.csv,0.89,0.0,0.67,0.86,0.75,0.64,0.5,0.57,0.57,0.8
mpgravity.csv,0.43,0.92,0.43,0.43,0.55,0.48,0.4,0.35,0.39,0.45
patterntesting.csv,0.43,0.49,0.41,0.53,0.71,0.47,0.46,0.36,0.41,0.44
roller.csv,0.44,0.41,0.44,0.55,0.72,0.52,0.41,0.41,0.39,0.47
xfce.csv,0.46,0.36,0.46,0.44,0.39,0.47,0.35,0.34,0.41,0.41
