,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.03,1.0,0.12,0.0,0.47,0.0,0.14,0.07,0.05,0.0,0.0,0.0,0.38,0.0,0.03,0.22,0.0,0.26,0.28,0.0
baadengine.csv,0.99,0.0,0.86,0.04,0.33,0.68,0.45,0.56,0.23,0.08,0.3,0.14,0.5,0.4,0.88,0.56,0.06,0.44,0.72,0.07
biopax.csv,0.76,0.06,0.94,0.02,0.41,0.44,0.38,0.63,0.2,0.07,0.29,0.21,0.54,0.3,0.74,0.58,0.07,0.99,0.88,0.06
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dataobjectsdotnet.csv,0.51,0.17,0.53,0.07,0.4,0.37,0.25,0.47,0.33,0.14,0.21,0.17,0.98,0.27,0.32,0.41,0.07,0.39,0.82,0.08
exl.csv,0.72,0.04,0.83,0.04,0.44,0.54,0.4,0.65,0.18,0.09,0.29,0.21,0.51,0.32,0.81,0.46,0.1,0.78,0.99,0.07
gdis.csv,0.73,0.12,0.93,0.02,0.43,0.49,0.4,0.6,0.2,0.12,0.19,0.21,0.54,0.26,1.0,0.57,0.04,0.86,0.83,0.06
gogoego.csv,0.77,0.06,0.19,0.0,0.38,0.43,0.96,0.48,0.29,0.0,0.36,0.17,0.55,0.13,0.86,0.27,0.07,0.46,0.52,0.12
httpcontentparser.csv,0.21,0.22,0.04,0.0,0.2,0.11,0.14,0.11,0.89,0.1,0.24,0.06,0.35,0.12,0.36,0.32,0.06,0.16,0.09,0.18
impala.csv,0.66,0.26,0.05,0.0,0.44,0.23,0.36,0.21,0.13,0.08,0.07,0.91,0.47,0.24,0.61,0.47,0.03,0.72,0.29,0.05
jgameai.csv,0.12,0.0,0.02,0.0,0.98,0.39,0.28,0.14,0.0,0.0,0.19,0.11,0.08,0.22,0.39,0.0,0.0,0.17,0.22,0.11
loki-lib.csv,0.66,0.07,0.49,0.06,0.31,0.5,0.44,0.55,0.24,0.1,0.36,0.14,0.56,0.31,0.91,0.98,0.07,0.5,0.53,0.09
snakeyaml.csv,0.19,0.17,0.16,0.05,0.35,0.34,0.28,0.36,0.16,0.13,0.94,0.16,0.34,0.15,0.69,0.34,0.0,0.45,0.6,0.33
tart.csv,0.06,0.0,0.33,0.0,0.39,0.06,0.2,0.34,0.09,0.89,0.02,0.23,0.32,0.2,0.0,0.0,0.0,0.44,0.36,0.0
vars-redux.csv,0.46,0.0,0.31,0.08,0.18,0.45,0.43,0.98,0.3,0.09,0.39,0.22,0.34,0.21,0.58,0.28,0.09,0.29,0.74,0.04
werx.csv,0.85,0.14,1.0,0.02,0.45,0.47,0.4,0.59,0.19,0.1,0.23,0.22,0.61,0.23,0.9,0.56,0.05,0.85,0.82,0.05
xbg.csv,0.31,0.25,0.29,0.12,0.22,0.34,0.31,0.14,0.04,0.0,0.36,0.15,0.37,1.0,0.54,0.18,0.0,0.05,0.0,0.0
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
zealos.csv,0.53,0.1,0.81,0.0,0.41,0.98,0.38,0.56,0.24,0.18,0.21,0.19,0.51,0.17,0.6,0.45,0.0,0.64,0.7,0.07
