,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.0,0.0,0.0,101.0,0.0,97.0,3.0,2.0,5.0,93.0,205.0,207.0,0.0,62.0,1.0,4.0,119.0,2.0,0.0,111.0
baadengine.csv,0.0,69.0,0.0,30.0,2.0,1.0,3.0,1.0,31.0,29.0,11.0,9.0,1.0,5.0,0.0,0.0,40.0,2.0,0.0,45.0
biopax.csv,0.0,2.0,0.0,75.0,1.0,11.0,23.0,0.0,6.0,42.0,43.0,3.0,0.0,8.0,0.0,2.0,34.0,0.0,0.0,52.0
crux-framework.csv,621.0,69.0,200.0,101.0,88.0,97.0,335.0,115.0,187.0,93.0,205.0,207.0,343.0,62.0,69.0,74.0,119.0,90.0,53.0,0.0
dataobjectsdotnet.csv,1.0,3.0,0.0,19.0,0.0,11.0,4.0,2.0,10.0,4.0,13.0,3.0,0.0,4.0,0.0,4.0,37.0,0.0,0.0,40.0
exl.csv,0.0,0.0,0.0,35.0,1.0,7.0,13.0,1.0,16.0,25.0,25.0,7.0,0.0,9.0,0.0,3.0,22.0,1.0,0.0,47.0
gdis.csv,1.0,3.0,0.0,80.0,0.0,10.0,3.0,3.0,6.0,8.0,67.0,8.0,0.0,10.0,0.0,3.0,57.0,1.0,0.0,65.0
gogoego.csv,1.0,0.0,0.0,101.0,1.0,13.0,0.0,3.0,16.0,93.0,7.0,1.0,0.0,5.0,0.0,2.0,36.0,0.0,1.0,19.0
httpcontentparser.csv,0.0,0.0,0.0,101.0,0.0,3.0,3.0,1.0,0.0,12.0,1.0,2.0,0.0,4.0,0.0,4.0,24.0,1.0,3.0,6.0
impala.csv,1.0,3.0,0.0,101.0,0.0,10.0,5.0,2.0,6.0,12.0,0.0,0.0,0.0,15.0,0.0,4.0,61.0,2.0,0.0,37.0
jgameai.csv,0.0,69.0,0.0,101.0,0.0,9.0,6.0,0.0,187.0,93.0,0.0,9.0,1.0,6.0,0.0,74.0,119.0,0.0,0.0,9.0
loki-lib.csv,0.0,0.0,0.0,18.0,1.0,9.0,0.0,1.0,25.0,8.0,12.0,0.0,0.0,2.0,0.0,0.0,33.0,0.0,0.0,28.0
snakeyaml.csv,0.0,1.0,0.0,33.0,0.0,4.0,9.0,6.0,8.0,6.0,0.0,5.0,0.0,11.0,0.0,4.0,119.0,2.0,0.0,2.0
tart.csv,1.0,69.0,0.0,101.0,0.0,0.0,0.0,2.0,0.0,0.0,52.0,6.0,2.0,7.0,69.0,74.0,119.0,0.0,0.0,111.0
vars-redux.csv,0.0,69.0,0.0,13.0,2.0,4.0,0.0,0.0,0.0,23.0,9.0,4.0,5.0,6.0,0.0,1.0,26.0,0.0,0.0,35.0
werx.csv,1.0,3.0,0.0,83.0,0.0,11.0,5.0,2.0,6.0,12.0,70.0,8.0,0.0,15.0,0.0,4.0,60.0,2.0,0.0,67.0
xbg.csv,0.0,0.0,0.0,9.0,0.0,7.0,0.0,1.0,24.0,93.0,2.0,2.0,0.0,0.0,0.0,1.0,119.0,0.0,53.0,111.0
xqilla.csv,621.0,69.0,200.0,101.0,88.0,97.0,335.0,115.0,187.0,93.0,205.0,207.0,343.0,62.0,69.0,74.0,0.0,90.0,53.0,111.0
zealos.csv,0.0,3.0,0.0,101.0,2.0,0.0,1.0,0.0,11.0,5.0,34.0,3.0,1.0,13.0,0.0,2.0,119.0,2.0,2.0,41.0
