,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.19,0.36,0.99,0.09,0.09,0.64,0.84,0.41,0.6,0.2,0.7,0.79,0.0,0.67,0.06,0.98,0.67
cubefs.csv,0.15,0.41,1.0,0.13,0.07,0.65,0.86,0.39,0.59,0.21,1.0,0.82,0.03,0.64,0.04,0.66,0.74
gwanted.csv,0.3,0.4,1.0,0.0,0.16,0.71,0.81,0.47,0.66,0.96,0.71,1.0,0.0,1.0,0.0,0.5,0.67
iaml.csv,0.23,0.38,0.99,0.1,0.11,0.55,0.9,0.33,0.99,0.18,0.71,0.7,0.0,0.5,0.06,0.71,0.73
java-gnome.csv,0.48,0.34,1.0,0.11,0.09,0.76,0.88,0.61,0.53,0.3,0.85,0.98,0.0,0.57,0.07,0.87,0.69
mecat.csv,0.0,0.33,1.0,0.31,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,0.67,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
openwbem.csv,0.12,0.98,0.98,0.06,0.12,0.66,0.82,0.35,0.51,0.17,0.71,0.79,0.0,0.65,0.03,0.66,0.73
orc.csv,0.02,0.31,1.0,1.0,0.5,0.59,0.81,0.37,0.61,0.05,0.63,0.33,0.0,0.44,0.05,0.58,1.0
plato.csv,0.1,0.35,0.98,0.07,0.0,0.64,1.0,0.38,0.62,0.17,0.67,0.79,0.02,0.53,0.04,0.68,0.67
rodin-b-sharp.csv,0.0,0.53,0.98,0.4,0.07,0.5,0.85,1.0,0.4,0.06,0.67,0.86,0.0,0.0,0.06,0.44,0.67
ta3d.csv,0.2,0.45,1.0,0.1,0.12,0.68,0.82,0.36,0.64,0.15,0.7,0.75,0.03,0.58,0.05,0.71,1.0
tycho.csv,0.12,0.36,0.99,0.09,0.09,0.67,0.83,0.31,0.57,0.27,0.78,0.86,0.0,0.97,0.06,0.63,0.64
umber.csv,1.0,0.34,1.0,0.06,0.08,1.0,1.0,0.23,0.49,0.17,0.71,0.92,0.06,0.67,0.05,0.6,0.89
vienna-add-in.csv,0.45,0.39,0.99,0.1,0.11,1.0,0.85,0.35,0.58,0.17,0.7,0.77,0.02,0.53,0.05,0.65,0.69
wpdev.csv,0.26,0.36,1.0,0.1,0.09,0.67,0.83,0.36,0.57,0.21,0.69,0.8,0.02,0.56,0.05,0.65,0.69
