,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.9,0.98,1.0,0.95,0.98,0.77,0.79,0.7,0.72,0.64,0.79,0.88,1.28,0.69,0.78,0.04,0.9
cubefs.csv,0.92,0.63,0.32,0.6,0.95,0.88,0.68,0.76,0.78,0.7,0.03,0.62,0.51,0.58,0.88,0.75,0.65
gwanted.csv,0.65,0.97,0.83,1.0,0.47,0.65,0.79,0.86,0.62,0.11,0.82,0.96,1.0,0.97,1.0,0.98,0.94
iaml.csv,0.88,0.72,0.55,0.94,0.75,1.01,0.52,0.83,0.03,0.68,0.68,0.91,1.24,0.89,0.61,0.65,0.62
java-gnome.csv,0.38,0.74,0.33,0.68,1.0,0.82,0.84,0.49,0.8,0.56,0.78,0.06,1.15,0.89,0.55,0.51,0.78
mecat.csv,1.0,1.0,0.96,0.75,1.0,1.0,1.0,1.0,0.99,0.96,1.0,0.95,1.0,1.0,0.0,1.0,1.0
mvdsv.csv,1.0,0.99,1.0,1.0,0.0,1.0,0.98,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0
openwbem.csv,0.95,0.08,1.04,0.89,0.71,0.77,0.82,0.81,0.78,0.74,0.8,0.78,1.13,0.57,0.85,0.76,0.67
orc.csv,1.25,0.78,0.95,0.06,0.67,0.99,1.01,0.84,0.67,0.98,0.85,0.99,1.0,0.86,0.75,0.83,0.91
plato.csv,1.18,0.91,1.02,0.97,1.0,0.89,0.0,0.8,0.69,0.82,0.93,0.69,0.83,0.89,0.96,0.76,0.95
rodin-b-sharp.csv,1.0,0.92,0.73,0.63,0.79,0.94,0.69,0.05,0.92,0.97,0.97,0.51,1.0,1.0,0.71,0.99,0.89
ta3d.csv,0.85,0.6,0.3,0.75,0.7,0.74,0.77,0.74,0.6,0.81,0.7,0.76,0.63,0.8,0.7,0.6,0.03
tycho.csv,1.04,0.78,0.57,0.78,0.72,0.71,0.74,0.84,0.72,0.5,0.61,0.55,1.06,0.04,0.6,0.75,0.78
umber.csv,0.0,0.76,0.78,0.91,0.85,0.96,0.76,0.9,0.9,0.93,0.82,0.4,0.27,0.74,0.75,0.79,0.77
vienna-add-in.csv,0.4,0.71,0.55,0.98,0.78,0.02,0.88,0.94,0.73,0.94,0.94,0.94,0.9,1.01,1.0,0.94,1.0
wpdev.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,0.77,1.0,0.88,0.93,0.96,0.98,0.73,1.0
