,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.53,1.0,0.96,0.75,1.0,0.51,0.74,0.83,0.74,0.71,0.81,0.91,0.0,0.34,1.0,0.97,0.8
cubefs.csv,0.32,0.69,0.68,0.75,0.67,0.8,0.43,0.85,0.82,0.89,0.97,0.56,1.0,0.66,0.67,0.69,0.83
gwanted.csv,0.47,0.03,0.17,0.0,0.67,0.49,0.31,0.15,0.47,0.89,0.19,0.04,0.0,0.03,0.0,0.02,0.06
iaml.csv,0.74,0.77,0.78,0.88,1.0,0.54,0.64,0.66,0.97,0.5,0.51,0.49,0.0,0.66,0.67,0.8,0.63
java-gnome.csv,0.74,0.51,0.67,0.44,1.0,0.19,0.17,0.55,0.26,0.5,0.22,1.0,0.0,0.11,0.67,0.52,0.26
mecat.csv,0.0,0.0,0.04,0.25,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.05,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,0.01,0.0,0.0,1.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0
openwbem.csv,0.21,0.92,0.72,0.38,1.0,0.69,0.67,0.74,0.37,0.68,0.87,0.79,0.0,0.8,0.33,0.72,0.77
orc.csv,0.05,0.41,0.05,0.94,0.33,0.65,0.83,0.17,0.45,0.04,0.53,0.02,0.0,0.2,0.33,0.23,0.09
plato.csv,0.32,0.89,0.78,0.62,0.0,0.75,1.0,0.83,0.82,0.79,0.82,0.6,1.0,0.77,0.67,0.81,0.86
rodin-b-sharp.csv,0.0,0.08,0.47,0.38,0.33,0.07,0.52,0.95,0.31,0.11,0.03,0.89,0.0,0.0,0.33,0.28,0.11
ta3d.csv,0.47,0.51,0.7,0.69,1.0,0.72,0.55,0.65,0.67,0.61,0.51,0.42,1.0,0.86,0.67,0.62,0.97
tycho.csv,0.32,0.76,0.72,0.56,0.67,0.45,0.45,0.57,0.4,0.71,0.47,0.54,0.0,1.0,0.67,0.38,0.46
umber.csv,1.0,0.33,0.22,0.31,0.67,0.04,0.24,0.15,0.12,0.07,0.19,0.65,1.0,0.29,0.33,0.33,0.23
vienna-add-in.csv,0.95,0.8,0.78,0.94,1.0,0.98,0.95,0.88,0.69,0.93,0.99,0.89,1.0,0.89,1.0,0.94,1.0
wpdev.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.96,0.96,1.0,1.0,1.0,1.0,1.0,0.61,1.0
