,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.43,0.09,0.0,0.3,0.09,0.49,0.53,0.64,0.59,0.63,0.55,0.39,0.0,0.38,0.59,0.97,0.38
cubefs.csv,0.33,0.63,0.73,0.66,0.33,0.43,0.46,0.57,0.55,0.65,0.98,0.56,0.83,0.63,0.43,0.56,0.67
gwanted.csv,0.49,0.04,0.2,0.0,0.67,0.51,0.34,0.18,0.5,0.91,0.22,0.05,0.0,0.04,0.0,0.02,0.07
iaml.csv,0.43,0.59,0.7,0.27,0.62,0.29,0.64,0.49,0.97,0.51,0.51,0.41,0.0,0.43,0.62,0.66,0.6
java-gnome.csv,0.74,0.49,0.72,0.47,0.0,0.23,0.2,0.59,0.3,0.54,0.26,0.99,0.0,0.13,0.65,0.56,0.3
mecat.csv,0.0,0.0,0.05,0.29,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.06,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,0.01,0.0,0.0,1.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0
openwbem.csv,0.24,0.93,0.0,0.38,0.67,0.54,0.5,0.51,0.39,0.56,0.53,0.55,0.0,0.7,0.35,0.56,0.64
orc.csv,0.06,0.42,0.06,0.95,0.38,0.24,0.0,0.2,0.48,0.05,0.45,0.02,0.0,0.23,0.37,0.27,0.11
plato.csv,0.13,0.34,0.0,0.32,0.0,0.42,1.0,0.53,0.63,0.51,0.31,0.56,0.51,0.41,0.31,0.57,0.23
rodin-b-sharp.csv,0.0,0.1,0.48,0.43,0.36,0.09,0.52,0.96,0.32,0.13,0.04,0.77,0.0,0.0,0.37,0.29,0.13
ta3d.csv,0.43,0.53,0.74,0.55,0.68,0.58,0.5,0.55,0.63,0.5,0.51,0.43,0.75,0.53,0.58,0.6,0.98
tycho.csv,0.29,0.55,0.66,0.5,0.58,0.47,0.46,0.47,0.43,0.68,0.5,0.56,0.0,0.99,0.63,0.41,0.46
umber.csv,1.0,0.36,0.26,0.32,0.48,0.05,0.28,0.18,0.14,0.09,0.22,0.68,0.93,0.33,0.37,0.36,0.27
vienna-add-in.csv,0.85,0.62,0.7,0.09,0.59,0.98,0.4,0.27,0.57,0.24,0.24,0.24,0.36,0.0,0.0,0.24,0.0
wpdev.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21,0.6,0.0,0.41,0.27,0.17,0.09,0.54,0.0
