,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.49,0.54,0.61,0.55,0.72,0.55,0.65
encog-java.csv,0.69,0.11,0.04,0.33,0.24,0.26,0.13
galaxium.csv,0.68,0.7,0.49,0.69,0.4,0.69,0.77
h2database.csv,0.6,0.71,0.13,0.64,0.22,0.18,0.17
haphazard.csv,0.51,0.2,0.56,0.52,0.24,0.57,0.38
jaql.csv,0.72,0.52,0.35,0.69,0.49,0.41,0.56
raven-monitoring.csv,0.17,0.38,0.7,0.34,0.09,0.62,0.46
