,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.93,0.57,0.63,0.52,0.74,0.54,0.8
encog-java.csv,0.68,0.09,0.03,0.28,0.2,0.23,0.11
galaxium.csv,0.84,0.74,0.46,0.86,0.35,0.85,0.77
h2database.csv,0.57,0.7,0.11,0.62,0.18,0.15,0.14
haphazard.csv,0.48,0.17,0.54,0.52,0.2,0.54,0.49
jaql.csv,0.8,0.49,0.31,0.67,0.45,0.38,0.51
raven-monitoring.csv,0.14,0.36,0.69,0.3,0.07,0.69,0.51
