,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.63,0.7,0.36,0.27,0.21
empyrean.csv,0.77,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.75,0.63,0.44,0.43,0.57
nutz.csv,0.55,0.45,0.62,0.51,0.55
yafdotnet.csv,0.44,0.65,0.53,0.7,0.41
