,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.55,0.67,0.54,0.18,0.13
empyrean.csv,0.71,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.88,0.67,0.75,0.44,0.56
nutz.csv,0.48,0.54,0.72,0.66,0.73
yafdotnet.csv,0.32,0.67,0.56,0.73,0.33
