,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.92,0.42,0.91,0.42,0.73,0.93,0.0,0.48,0.8,0.95,0.68
gbif-providertoolkit.csv,0.64,0.92,0.71,0.67,0.61,0.86,0.5,0.47,0.51,0.65,0.72
geochat.csv,0.97,0.92,0.92,0.61,0.88,0.57,0.67,0.94,0.8,0.92,0.66
heekscad.csv,0.35,0.56,0.39,0.42,0.36,0.38,0.35,0.61,0.44,0.45,0.46
igarden.csv,0.53,0.67,0.72,0.46,0.71,0.52,0.57,0.75,0.67,0.51,0.75
jstock.csv,0.36,0.46,0.4,0.37,0.8,0.45,0.7,0.52,0.52,0.46,0.66
levent.csv,0.58,0.5,0.0,0.0,0.37,0.43,0.42,0.64,0.0,0.0,0.0
piccolo2d.csv,0.9,0.0,0.68,0.67,0.45,0.48,0.4,0.53,0.82,0.51,0.77
pnotepad.csv,0.42,0.56,0.36,0.31,0.34,0.38,0.42,0.41,0.41,0.46,0.41
trinitycore.csv,0.71,0.46,0.62,0.34,0.93,0.5,0.75,0.5,0.62,0.57,0.93
xcsoar.csv,0.38,0.61,0.39,0.41,0.48,0.37,0.52,0.86,0.64,0.49,0.6
