,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.0,0.0,2.0,0.0,8.0,9.0,71.0,5.0,1.0,5.0,7.0
gbif-providertoolkit.csv,3.0,59.0,1.0,1.0,7.0,94.0,0.0,0.0,0.0,8.0,19.0
geochat.csv,9.0,1.0,0.0,1.0,6.0,15.0,2.0,2.0,2.0,8.0,0.0
heekscad.csv,0.0,6.0,0.0,0.0,0.0,10.0,4.0,5.0,0.0,3.0,12.0
igarden.csv,0.0,1.0,0.0,0.0,0.0,10.0,0.0,5.0,1.0,1.0,2.0
jstock.csv,1.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,10.0,11.0
levent.csv,2.0,1.0,126.0,102.0,0.0,25.0,0.0,2.0,57.0,223.0,127.0
piccolo2d.csv,1.0,59.0,0.0,0.0,5.0,3.0,0.0,4.0,1.0,1.0,2.0
pnotepad.csv,1.0,14.0,0.0,2.0,10.0,25.0,0.0,3.0,0.0,2.0,15.0
trinitycore.csv,0.0,0.0,2.0,2.0,2.0,14.0,0.0,2.0,1.0,7.0,6.0
xcsoar.csv,3.0,14.0,1.0,4.0,3.0,23.0,0.0,1.0,0.0,5.0,8.0
