,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.51,0.0,0.49,0.28,0.3,0.77,0.26,0.64,0.47
carabiner.csv,0.59,0.0,0.73,0.87,0.1,0.74,0.56,0.49,0.27
continuum-ide.csv,0.49,0.82,0.46,0.53,0.4,0.23,0.22,0.42,0.04
gtad.csv,0.2,0.0,0.22,0.15,0.0,0.33,0.14,0.15,0.12
htmlunit.csv,0.52,0.0,0.28,0.35,0.05,0.54,0.44,0.36,0.35
jsr308-langtools.csv,0.8,1.0,0.82,0.0,0.1,0.97,0.95,0.99,1.0
kaffeine.csv,0.96,0.09,0.51,0.51,1.0,0.92,0.45,0.68,0.41
stemkit.csv,0.11,0.45,0.38,0.18,0.1,0.03,0.29,0.18,0.45
taokgame.csv,0.39,0.0,0.1,0.08,0.4,0.38,0.52,0.21,0.31
