,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.45,0.15,0.13,0.35,0.24,0.32,0.48,0.22,0.22,0.57,0.25,0.45,1.0
aubit4gl.csv,0.27,0.33,0.11,0.47,0.14,0.12,0.98,0.12,0.38,0.51,0.1,0.13,0.86
bionote.csv,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.29,0.0,0.0,1.0,1.0,0.83
liferea.csv,0.36,0.2,0.14,0.58,0.24,0.92,0.56,0.15,0.4,0.5,0.24,0.69,0.38
opensim4opencog.csv,0.33,0.33,1.0,0.0,0.25,0.5,0.63,1.0,0.0,1.0,0.19,0.39,0.74
pclasses.csv,0.29,1.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.25,0.0
plearn.csv,0.98,0.19,0.1,0.28,0.1,0.12,0.53,0.13,0.33,0.58,0.23,0.67,0.15
psrchive.csv,0.43,0.18,0.25,0.25,1.0,0.0,0.5,0.1,0.33,0.6,0.25,1.0,0.43
re2c.csv,0.4,0.25,1.0,0.28,0.41,0.13,0.57,0.13,0.26,0.52,0.17,0.53,0.25
rebecca-aiml.csv,0.45,0.25,0.2,0.42,0.19,0.17,0.54,0.13,0.2,0.59,0.33,1.0,0.36
thrust.csv,0.51,0.0,0.08,0.27,0.3,0.15,0.55,0.12,0.93,0.5,0.0,0.61,0.32
tzod.csv,0.38,0.14,0.08,1.0,0.18,0.26,0.53,0.16,0.0,0.5,0.21,0.44,0.26
yaprm.csv,0.33,0.17,0.11,0.45,0.25,0.22,0.58,0.13,0.32,0.97,0.14,0.49,0.55
