,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.57,0.56,0.9,0.79,0.62,0.59,0.94,0.57,0.74,0.63,0.65,0.5
archive-crawler.csv,0.96,0.95,0.89,0.57,0.6,0.42,0.63,0.95,0.94,0.76,0.86,0.94
blue-c.csv,0.42,0.51,0.37,0.78,0.6,0.47,0.54,0.61,0.51,0.46,0.37,0.43
dynalloy.csv,0.56,0.7,0.31,0.61,0.53,0.54,0.59,0.76,0.54,0.49,0.52,0.37
jcae.csv,0.91,0.86,0.88,0.0,0.0,0.67,0.89,0.0,0.67,0.86,0.75,0.0
kmatplot.csv,0.86,0.94,0.88,0.9,0.69,0.86,0.87,0.83,0.97,0.85,0.5,0.47
mscore.csv,0.47,0.47,0.36,0.55,0.57,0.42,0.47,0.57,0.54,0.38,0.43,0.42
nosleepsoftware.csv,0.94,0.67,0.61,0.75,0.86,0.92,0.56,0.91,0.86,0.71,0.75,0.4
openmalaria.csv,0.4,0.35,0.28,0.35,0.4,0.38,0.39,0.5,0.37,0.32,0.29,0.33
popeye-chess.csv,0.47,0.57,0.28,0.44,0.54,0.43,0.4,0.5,0.5,0.41,0.28,0.35
riff-evolve.csv,0.46,0.54,0.4,0.69,0.49,0.5,0.48,0.62,0.57,0.4,0.42,0.42
virtuoso.csv,0.44,0.46,0.32,0.43,0.8,0.42,0.42,0.43,0.52,0.43,0.45,0.76
