,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.74,0.69,0.7,1.08,0.74,0.62,0.8,0.64,0.71,0.71,0.05,0.98
archive-crawler.csv,0.92,0.78,0.89,0.98,0.51,0.52,0.65,0.98,0.89,0.09,0.87,0.93
blue-c.csv,0.74,0.67,0.54,0.98,0.65,0.0,0.58,0.57,0.78,0.82,0.83,0.8
dynalloy.csv,0.55,0.01,0.96,1.11,0.4,0.64,0.61,0.69,0.59,0.62,0.51,0.89
jcae.csv,0.86,0.96,0.11,1.0,1.0,0.9,0.94,1.0,0.98,0.78,0.81,1.0
kmatplot.csv,0.0,0.84,0.91,0.76,0.75,0.91,0.78,0.91,0.85,0.84,1.0,0.6
mscore.csv,0.68,0.73,0.59,0.63,0.54,0.57,0.02,0.61,0.63,0.64,0.68,0.74
nosleepsoftware.csv,0.73,1.0,0.71,0.0,0.8,1.03,0.65,0.84,0.93,0.72,0.91,0.6
openmalaria.csv,0.69,0.7,0.85,0.74,0.55,0.42,0.55,0.0,0.62,0.7,0.92,0.64
popeye-chess.csv,0.61,0.78,0.77,0.43,0.07,0.55,0.51,0.43,0.59,0.67,0.98,0.64
riff-evolve.csv,0.68,0.54,0.57,0.79,0.4,0.49,0.49,0.58,0.03,0.66,0.55,0.81
virtuoso.csv,0.61,0.88,0.92,1.0,0.86,1.0,0.72,0.83,0.79,0.74,0.55,0.05
