,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,1.0,0.64,0.24,0.62,0.62,0.68,0.74,0.68,0.53
ctrlr.csv,0.0,0.39,0.76,0.24,0.22,0.2,0.13,0.22,0.39
empserver.csv,1.0,0.64,0.57,0.43,1.0,0.79,0.65,0.27,0.32
ffigo.csv,0.0,0.03,0.24,0.19,0.44,0.82,0.48,0.0,0.0
gmerlin.csv,1.0,0.72,0.19,0.95,0.66,0.0,0.96,0.0,1.0
skia.csv,1.0,0.56,0.19,0.71,0.41,0.41,0.61,0.48,0.08
wikipediardware.csv,1.0,0.97,0.52,0.86,0.94,0.64,1.0,0.79,0.68
zemljanka.csv,1.0,0.72,0.62,0.95,0.59,0.63,0.83,0.81,0.84
