,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,1.03,0.81,0.87,0.82,0.45,0.92,0.72,0.82,0.61,1.02,0.86,0.64,0.51,0.53,1.03,0.63,0.02,0.69,0.63,0.96
blogentis.csv,1.02,0.67,0.49,0.7,0.97,0.73,0.08,0.81,1.04,0.15,0.55,1.0,0.66,0.67,0.45,0.79,0.77,0.85,0.84,0.91
carabiner.csv,0.75,0.9,0.44,0.96,0.96,0.55,0.75,0.84,0.9,0.46,0.64,0.72,0.78,0.6,0.64,0.68,0.72,0.76,0.64,0.0
continuum-ide.csv,1.0,0.95,1.0,0.76,0.97,0.83,0.77,0.91,0.91,0.03,0.78,0.65,0.84,0.59,0.0,0.77,0.74,1.0,1.0,0.91
emulemorph.csv,1.0,0.95,1.0,1.0,0.96,1.02,0.88,0.85,1.01,1.0,0.99,1.0,0.0,1.0,0.95,1.01,0.95,0.68,0.98,1.01
gtad.csv,0.0,0.88,1.0,1.0,0.96,1.0,0.75,1.0,1.0,1.0,0.91,1.0,0.67,0.83,1.0,0.77,0.91,1.0,0.95,0.91
htmlunit.csv,0.75,0.85,0.81,0.75,0.78,0.61,0.72,0.9,0.91,0.92,0.09,0.61,0.39,0.46,0.64,0.92,0.67,0.85,0.88,0.97
jaxen.csv,0.72,0.76,0.79,0.67,0.66,0.76,0.62,0.69,0.39,0.69,0.7,0.01,0.55,0.76,0.77,1.06,0.78,0.77,0.65,0.88
jsr308-langtools.csv,0.62,0.73,1.06,0.87,0.49,0.51,0.66,0.85,0.81,1.02,0.59,0.31,0.81,0.0,0.68,0.48,0.62,0.73,0.63,0.62
jvcl.csv,1.0,1.0,1.0,0.12,1.0,1.0,1.01,1.0,0.9,1.01,0.93,0.87,1.0,1.0,0.94,1.0,0.97,1.0,1.0,0.97
kaffeine.csv,1.06,1.0,1.0,0.92,0.09,0.77,0.54,1.16,0.93,0.56,0.73,0.87,0.94,0.58,1.0,0.74,0.67,0.88,0.98,0.52
m-m-m.csv,0.77,0.7,0.97,0.96,0.73,0.89,0.97,0.0,0.82,0.66,0.92,0.95,0.92,0.91,0.87,0.61,0.94,0.89,0.97,0.98
motu.csv,0.5,0.81,0.88,0.73,0.88,0.82,0.76,0.86,0.9,1.0,0.65,0.61,1.0,0.74,0.84,0.0,0.72,0.83,0.92,0.91
nh3d.csv,1.0,1.0,0.0,0.94,0.9,0.65,0.8,0.92,0.12,0.41,0.82,0.62,0.52,0.72,0.68,0.73,0.7,1.01,0.82,0.92
sarasvati.csv,0.6,0.92,1.0,0.87,0.94,0.0,1.0,0.92,0.9,0.02,0.94,0.42,1.0,0.89,0.83,0.85,0.81,1.0,0.89,1.0
stemkit.csv,1.0,0.82,1.0,0.53,0.98,0.91,0.96,0.96,1.0,1.0,0.92,1.0,1.0,0.93,0.94,0.85,0.91,0.0,0.97,1.0
taokgame.csv,0.52,0.97,1.0,0.82,0.94,0.91,0.88,1.0,0.0,1.01,0.99,1.0,1.02,0.86,0.88,0.93,0.83,1.0,0.82,0.96
wgs-assembler.csv,1.01,0.08,0.29,0.9,0.76,0.65,0.59,0.89,0.83,0.15,0.72,1.01,0.87,0.5,0.79,0.69,0.58,0.61,0.62,0.87
zabbix.csv,0.85,0.89,0.96,0.84,1.0,0.86,0.79,1.02,0.95,0.67,0.8,0.89,0.93,0.76,0.91,0.86,0.84,0.73,0.02,0.85
