,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,72.0,1.0,105.0,21.0,0.0,25.0,1.0,0.0,2.0,61.0,5.0,18.0,9.0,0.0,5.0,6.0,0.0,18.0,2.0,1.0
blogentis.csv,72.0,7.0,0.0,8.0,0.0,7.0,0.0,0.0,91.0,9.0,7.0,86.0,32.0,0.0,2.0,3.0,8.0,10.0,6.0,1.0
carabiner.csv,30.0,7.0,0.0,9.0,1.0,3.0,13.0,1.0,4.0,28.0,11.0,47.0,2.0,6.0,6.0,6.0,0.0,18.0,3.0,0.0
continuum-ide.csv,72.0,1.0,355.0,3.0,1.0,3.0,3.0,0.0,5.0,2.0,3.0,17.0,2.0,0.0,0.0,4.0,3.0,77.0,27.0,3.0
emulemorph.csv,72.0,4.0,355.0,158.0,0.0,169.0,4.0,0.0,91.0,61.0,8.0,86.0,0.0,49.0,3.0,58.0,0.0,1.0,0.0,72.0
gtad.csv,0.0,0.0,355.0,158.0,0.0,169.0,0.0,60.0,91.0,61.0,0.0,86.0,0.0,0.0,55.0,1.0,4.0,77.0,0.0,0.0
htmlunit.csv,39.0,9.0,0.0,14.0,0.0,20.0,11.0,1.0,1.0,56.0,0.0,4.0,16.0,0.0,0.0,13.0,0.0,13.0,0.0,8.0
jaxen.csv,33.0,4.0,0.0,9.0,0.0,28.0,9.0,0.0,2.0,42.0,30.0,0.0,1.0,10.0,13.0,12.0,6.0,14.0,0.0,19.0
jsr308-langtools.csv,14.0,0.0,205.0,7.0,0.0,9.0,8.0,0.0,11.0,61.0,1.0,12.0,36.0,0.0,9.0,3.0,8.0,6.0,1.0,0.0
jvcl.csv,72.0,108.0,355.0,0.0,59.0,169.0,92.0,60.0,1.0,61.0,6.0,28.0,109.0,49.0,0.0,58.0,15.0,77.0,161.0,7.0
kaffeine.csv,50.0,7.0,0.0,10.0,0.0,39.0,8.0,0.0,2.0,34.0,7.0,22.0,2.0,6.0,10.0,10.0,4.0,8.0,0.0,1.0
m-m-m.csv,43.0,3.0,0.0,10.0,0.0,16.0,14.0,0.0,8.0,40.0,27.0,66.0,37.0,11.0,10.0,5.0,7.0,10.0,0.0,8.0
motu.csv,3.0,3.0,116.0,0.0,0.0,6.0,3.0,0.0,0.0,61.0,2.0,7.0,109.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0
nh3d.csv,72.0,108.0,0.0,10.0,1.0,12.0,3.0,0.0,1.0,25.0,1.0,12.0,11.0,4.0,3.0,3.0,4.0,77.0,0.0,5.0
sarasvati.csv,21.0,0.0,355.0,24.0,0.0,0.0,92.0,0.0,0.0,1.0,2.0,4.0,109.0,4.0,0.0,3.0,0.0,77.0,1.0,72.0
stemkit.csv,72.0,0.0,355.0,2.0,0.0,5.0,4.0,0.0,91.0,61.0,2.0,86.0,109.0,0.0,0.0,3.0,1.0,0.0,2.0,72.0
taokgame.csv,7.0,1.0,355.0,0.0,0.0,6.0,4.0,60.0,0.0,61.0,5.0,86.0,109.0,3.0,0.0,3.0,9.0,77.0,0.0,2.0
wgs-assembler.csv,72.0,0.0,0.0,10.0,0.0,16.0,9.0,0.0,1.0,9.0,14.0,86.0,26.0,0.0,1.0,2.0,1.0,7.0,0.0,1.0
zabbix.csv,44.0,6.0,0.0,3.0,0.0,37.0,12.0,0.0,2.0,41.0,18.0,61.0,3.0,10.0,8.0,10.0,7.0,6.0,0.0,5.0
