,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.31,0.95,0.15,0.15,0.29,0.36,0.35,0.0,0.22,0.26,0.06,0.2,0.0,0.32,0.55
chaperon.csv,0.28,0.15,0.0,0.0,0.13,0.0,0.01,0.0,1.0,0.13,0.0,0.1,0.22,0.06,0.13
co-ode-owl-plugins.csv,0.08,0.53,1.0,0.14,0.57,0.29,0.34,0.0,0.0,0.26,0.0,0.34,0.0,0.09,0.0
e-bio-flow.csv,0.28,0.15,0.13,0.41,0.19,0.98,0.34,0.33,0.0,0.14,0.0,0.03,0.0,0.12,0.34
free-evolution.csv,0.55,0.6,0.14,0.21,0.35,0.15,0.5,0.08,0.0,0.25,0.07,0.33,0.0,0.98,0.5
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmonkeyengine.csv,0.15,0.21,0.06,0.97,0.27,0.12,0.39,0.0,0.0,0.38,0.0,0.16,0.0,0.0,0.07
jmule.csv,0.48,0.55,0.16,0.35,0.7,0.56,0.47,0.1,0.0,0.46,0.03,0.45,0.14,0.29,0.98
kaffeine.csv,1.0,0.66,0.3,0.39,0.84,0.54,0.56,0.08,0.19,0.44,0.02,0.94,0.1,0.37,0.63
nodal.csv,0.32,0.15,0.12,0.12,0.3,0.09,0.28,0.0,0.0,1.0,0.0,0.37,0.0,0.04,0.26
ogrehg.csv,0.42,0.45,0.06,0.41,0.51,0.43,0.98,0.0,0.11,0.07,0.04,0.46,0.17,0.36,0.13
onotoa.csv,0.77,0.39,0.21,0.34,1.0,0.51,0.46,0.17,0.18,0.38,0.02,0.79,0.11,0.29,0.62
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0
