,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.73,0.66,0.64,0.54,0.48,0.65,0.51,0.66,0.61,0.35,0.44,0.57
gdis.csv,0.56,0.63,0.64,0.56,0.73,0.56,0.47,0.52,0.8,0.0,0.49,0.58
kml.csv,0.69,0.05,0.4,0.56,0.78,0.4,0.33,0.21,0.64,0.0,0.23,0.0
ppcboot.csv,0.69,0.59,0.75,0.6,0.75,0.59,0.65,0.68,0.74,0.0,0.32,0.17
repositorium.csv,0.15,0.02,0.01,0.17,0.2,0.8,0.05,0.14,0.27,0.57,0.48,0.4
rsyslog.csv,0.8,0.58,0.71,0.48,0.47,0.49,0.5,0.43,0.68,0.52,0.58,0.0
simplewebservices.csv,0.17,0.27,0.24,0.09,0.3,0.13,0.37,0.62,0.59,0.49,0.59,0.68
ultimairis.csv,0.61,0.09,0.71,0.37,0.0,0.4,0.7,0.49,0.58,0.0,0.33,0.24
wow-qrsk.csv,0.1,0.51,0.83,0.31,0.23,0.0,0.02,0.15,0.06,0.64,0.04,0.25
wxstudio.csv,0.51,0.21,0.28,0.43,0.32,0.65,0.41,0.0,0.33,0.0,0.72,0.01
xbg.csv,0.46,0.02,0.16,0.61,0.34,0.21,0.55,0.85,0.31,0.0,0.25,0.56
xqilla.csv,0.05,0.1,0.36,0.12,0.13,0.36,0.2,0.0,0.26,0.99,0.31,0.17
