,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.0,5.0,14.0,9.0,21.0,0.0,224.0,6.0,1.0,0.0,11.0,15.0
bigdata.csv,2.0,0.0,27.0,19.0,4.0,0.0,147.0,0.0,23.0,0.0,7.0,1.0
calcubetimer.csv,0.0,2.0,32.0,22.0,32.0,0.0,90.0,14.0,8.0,0.0,25.0,0.0
jas.csv,4.0,3.0,8.0,1.0,2.0,0.0,10.0,1.0,23.0,0.0,0.0,3.0
jbpm.csv,1.0,0.0,9.0,2.0,0.0,1.0,11.0,4.0,56.0,0.0,5.0,0.0
jgossipforum.csv,78.0,1.0,105.0,94.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,191.0
joustsim.csv,1.0,0.0,9.0,4.0,0.0,0.0,10.0,0.0,17.0,0.0,10.0,2.0
madman.csv,0.0,0.0,0.0,94.0,5.0,0.0,224.0,6.0,0.0,0.0,124.0,2.0
mule.csv,2.0,0.0,6.0,3.0,0.0,0.0,41.0,0.0,1.0,0.0,2.0,1.0
nunit.csv,5.0,0.0,0.0,23.0,0.0,0.0,15.0,14.0,11.0,0.0,2.0,0.0
piccolo2d.csv,5.0,2.0,105.0,0.0,1.0,0.0,23.0,25.0,56.0,0.0,10.0,7.0
sblim.csv,0.0,3.0,0.0,1.0,4.0,0.0,224.0,0.0,56.0,0.0,124.0,0.0
