,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.02,0.23,0.18,0.2,0.17,0.0,0.16,0.1,0.1,0.24,0.12,0.14
bigdata.csv,0.38,0.89,0.43,0.43,0.3,0.25,0.95,0.32,0.88,0.05,0.94,0.35
calcubetimer.csv,0.63,0.83,0.51,0.73,0.66,0.0,0.63,0.55,0.63,0.7,0.5,0.68
jas.csv,0.29,0.13,0.15,0.12,0.17,0.5,0.1,0.03,0.61,0.3,0.0,0.07
jbpm.csv,0.06,0.09,0.14,0.06,0.0,0.25,0.06,0.07,0.1,0.3,0.13,0.07
jgossipforum.csv,0.32,0.01,0.0,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.01
joustsim.csv,0.25,0.37,0.18,0.12,0.1,0.0,0.15,0.0,0.53,0.41,0.59,0.12
madman.csv,0.1,0.07,0.08,0.02,0.05,0.0,0.0,0.1,0.0,0.0,0.05,0.03
mule.csv,0.27,0.01,0.18,0.16,0.39,0.0,0.36,0.22,0.04,0.19,0.15,0.17
nunit.csv,0.14,0.14,0.55,0.51,0.27,0.25,0.15,0.33,0.29,0.43,0.08,0.01
piccolo2d.csv,0.25,0.1,0.04,0.0,0.45,0.0,0.1,0.48,0.02,0.05,0.66,0.06
sblim.csv,0.08,0.1,0.02,0.04,0.03,0.0,0.05,0.0,0.04,0.03,0.02,0.07
