,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,2.0,8.0,69.0,21.0,45.0,25.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,51.0
apolloplayer.csv,42.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,2.0,0.0,13.0,6.0,2.0
auber.csv,6.0,8.0,5.0,7.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,17.0,0.0,0.0,1.0,2.0,30.0,0.0,1.0
cortex-vfx.csv,1.0,0.0,1.0,8.0,4.0,8.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
growl-for-windows.csv,282.0,1.0,0.0,125.0,1341.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,12.0,0.0,0.0
ifmo-game-1.csv,2.0,9.0,69.0,125.0,8.0,1.0,0.0,0.0,0.0,0.0,125.0,20.0,62.0,0.0,0.0,0.0,11.0,0.0,51.0
ildjit.csv,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,12.0,8.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0
jfreereport.csv,0.0,2.0,0.0,7.0,0.0,16.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
keyczar.csv,6.0,102.0,2.0,125.0,1341.0,83.0,0.0,8.0,0.0,4.0,1.0,64.0,0.0,12.0,0.0,257.0,355.0,1.0,0.0
moast.csv,17.0,0.0,0.0,11.0,42.0,24.0,0.0,0.0,0.0,8.0,6.0,6.0,3.0,1.0,3.0,0.0,11.0,1.0,0.0
opde.csv,10.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0
openfrag.csv,7.0,4.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,17.0,62.0,0.0,3.0,2.0,31.0,0.0,0.0
passwordsafe.csv,3.0,1.0,0.0,13.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0
ppcboot.csv,9.0,0.0,0.0,11.0,2.0,5.0,0.0,3.0,0.0,1.0,1.0,17.0,0.0,0.0,5.0,2.0,11.0,1.0,0.0
quark.csv,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,62.0,0.0,0.0,5.0,0.0,0.0,0.0
super-tux.csv,6.0,5.0,0.0,11.0,0.0,5.0,0.0,2.0,0.0,3.0,18.0,13.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0
synergyspace.csv,5.0,0.0,0.0,20.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,64.0,2.0,0.0,1.0,0.0,9.0,4.0,3.0
wikipediardware.csv,8.0,8.0,2.0,2.0,2.0,18.0,0.0,2.0,0.0,1.0,0.0,17.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0
xtreemfs.csv,8.0,0.0,2.0,11.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0
