,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.29,0.14,0.0,0.37,0.32,0.4,0.11,0.23,0.2,0.2,0.49,0.27,0.2,0.18,0.28,0.86,0.06,0.61,0.0
apolloplayer.csv,0.57,0.25,0.31,0.82,0.42,0.17,0.91,0.08,0.0,0.36,0.32,0.77,0.33,0.25,0.28,0.14,0.59,0.33,0.86
auber.csv,0.34,0.91,0.73,0.61,1.0,0.79,0.58,0.49,0.8,0.24,1.0,0.73,0.33,0.15,0.66,0.76,0.38,0.67,0.36
cortex-vfx.csv,0.51,0.57,0.22,0.37,0.37,0.34,0.26,0.17,0.2,0.35,0.09,0.35,0.13,0.33,0.41,0.52,0.24,0.0,0.07
growl-for-windows.csv,0.0,0.47,0.49,0.0,0.0,0.6,0.03,0.26,0.2,0.27,0.27,0.02,0.33,0.05,0.02,0.59,0.07,0.17,0.07
ifmo-game-1.csv,0.01,0.11,0.0,0.03,0.27,0.27,0.25,0.02,0.0,0.11,0.14,0.46,0.07,0.0,0.41,0.0,0.11,0.44,0.07
ildjit.csv,0.0,0.01,0.93,0.22,0.21,0.16,0.53,0.09,0.2,0.49,0.21,0.17,0.33,0.0,0.48,0.28,0.22,0.33,0.14
jfreereport.csv,0.06,0.09,0.13,0.13,0.18,0.31,0.13,0.25,0.4,0.05,0.19,0.21,0.07,0.04,0.15,0.52,0.05,0.06,0.0
keyczar.csv,0.34,0.0,0.33,0.02,0.0,0.09,0.4,0.21,0.2,0.44,0.11,0.12,0.27,0.21,0.21,0.1,0.0,0.39,0.36
moast.csv,0.25,0.34,0.16,1.0,0.46,0.49,1.0,0.28,0.2,0.4,0.47,0.42,1.0,0.25,0.26,0.03,0.32,0.78,1.0
opde.csv,0.42,0.81,0.29,0.19,0.45,0.69,0.74,0.36,0.2,0.84,0.21,0.79,0.33,0.34,0.64,0.24,0.89,0.78,0.29
openfrag.csv,0.37,0.76,0.47,0.69,0.99,0.52,0.27,0.21,0.2,0.25,0.88,0.87,0.0,0.18,0.51,0.86,0.76,0.44,0.14
passwordsafe.csv,0.44,0.42,0.27,0.66,0.85,0.66,0.24,0.34,0.2,0.31,0.66,0.56,0.2,0.2,0.26,0.79,0.67,0.5,0.29
ppcboot.csv,1.0,0.84,0.98,1.0,0.99,0.94,0.26,1.0,1.0,1.0,0.92,1.0,0.13,0.93,0.87,1.0,0.78,0.39,0.93
quark.csv,0.19,0.09,0.07,0.05,0.09,0.03,0.0,0.04,0.2,0.16,0.09,0.27,0.0,0.14,0.05,0.31,0.04,0.0,0.0
super-tux.csv,0.72,0.59,0.33,0.96,0.23,0.44,0.86,0.47,0.0,0.76,0.65,0.67,0.67,0.75,0.48,0.1,0.39,0.56,1.0
synergyspace.csv,0.12,0.16,0.22,0.52,0.31,0.4,0.42,0.3,0.6,0.18,0.31,0.08,0.53,0.25,0.1,0.03,0.15,0.28,0.64
wikipediardware.csv,0.87,0.73,0.96,0.66,0.97,0.68,0.66,0.92,0.4,0.58,0.56,1.0,0.53,0.69,0.8,0.97,0.62,0.67,0.14
xtreemfs.csv,0.76,0.44,0.24,0.99,0.46,0.69,0.71,0.26,0.6,0.85,0.33,0.46,0.27,0.5,0.26,0.41,0.52,0.5,1.0
