,f1,g,recall,precision,pf,wins
agilitybook.csv,0.32,0.31,0.27,0.4,0.23,7
apolloplayer.csv,0.41,0.47,0.56,0.44,0.33,14
auber.csv,0.49,0.51,0.74,0.52,0.66,15
cortex-vfx.csv,0.45,0.46,0.43,0.51,0.33,12
growl-for-windows.csv,0.2,0.28,0.24,0.5,0.17,6
ifmo-game-1.csv,0.08,0.05,0.04,0.22,0.11,0
ildjit.csv,0.25,0.21,0.18,0.5,0.21,2
jfreereport.csv,0.31,0.26,0.22,0.53,0.13,9
keyczar.csv,0.13,0.11,0.09,0.2,0.21,1
moast.csv,0.32,0.3,0.38,0.39,0.4,4
opde.csv,0.57,0.57,0.68,0.54,0.42,17
openfrag.csv,0.46,0.52,0.64,0.4,0.47,13
passwordsafe.csv,0.55,0.61,0.71,0.67,0.42,18
ppcboot.csv,0.44,0.23,0.98,0.37,0.94,8
quark.csv,0.26,0.18,0.15,0.5,0.07,5
super-tux.csv,0.49,0.46,0.55,0.46,0.59,10
synergyspace.csv,0.26,0.27,0.23,0.47,0.28,3
wikipediardware.csv,0.51,0.49,0.76,0.39,0.68,11
xtreemfs.csv,0.45,0.63,0.77,0.48,0.5,16
