,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,0.0,0.71,0.58,0.64,0.61,0.56,0.65,0.9
aime.csv,0.77,1.0,0.5,0.54,0.07,0.5,0.83,0.7
badtrinitycore.csv,0.82,0.97,0.85,0.04,0.74,0.83,0.93,0.81
electric-core.csv,0.78,0.72,0.05,0.77,0.79,0.79,0.75,0.71
geochat.csv,0.9,0.88,0.59,0.7,0.75,0.52,0.84,0.17
mumble.csv,0.42,0.66,0.64,0.7,0.79,0.0,0.77,0.88
olsrd.csv,0.71,0.03,0.75,0.81,0.51,0.56,0.76,0.69
t-2.csv,0.79,0.96,0.74,0.75,0.93,0.95,0.04,0.76
