,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,1.0,0.38,0.54,0.54,0.47,0.52,0.52,0.16
aime.csv,0.27,0.0,0.6,0.55,0.94,0.62,0.43,0.43
badtrinitycore.csv,0.22,0.04,0.18,0.97,0.33,0.23,0.14,0.43
electric-core.csv,0.54,0.49,0.96,0.54,0.53,0.44,0.41,0.52
geochat.csv,0.43,0.21,0.49,0.37,0.49,0.59,0.48,0.86
mumble.csv,0.69,0.39,0.46,0.37,0.25,1.0,0.29,0.16
olsrd.csv,0.64,0.98,0.58,0.52,0.76,0.72,0.57,0.56
t-2.csv,0.34,0.31,0.55,0.41,0.27,0.34,0.97,0.58
