,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.85,0.04,0.98,0.93,1.0,0.76,0.73,0.7,0.84,0.97,0.84,0.91,0.8,0.75,0.78,0.98,0.81,0.81,0.78
boost-sandbox.csv,0.66,0.91,0.52,0.53,0.58,0.74,0.89,0.04,0.74,0.81,0.6,0.88,0.65,0.75,0.79,0.91,0.51,0.92,0.64
dspace-gsoc.csv,0.52,0.59,0.54,0.79,0.79,0.62,0.73,0.83,0.58,0.34,0.62,0.64,0.68,1.0,0.06,0.78,0.64,0.77,0.6
enlightenment.csv,0.73,0.47,1.19,0.61,0.65,0.62,0.03,0.76,0.89,0.82,0.73,0.7,0.74,0.8,0.62,0.73,0.53,0.89,0.48
fceugc.csv,0.7,0.91,0.69,0.71,0.58,0.81,0.66,0.93,0.82,0.75,0.05,0.64,0.81,0.82,0.87,0.92,0.83,0.75,0.63
gnukeda.csv,0.63,0.51,0.7,0.61,0.47,0.03,0.55,0.76,0.83,0.76,0.68,0.57,0.73,0.62,0.56,0.58,0.62,0.49,0.56
jaolt.csv,0.65,0.76,0.3,0.56,0.55,0.62,0.59,0.78,0.81,0.81,0.52,0.6,0.03,0.91,0.81,0.71,0.52,0.61,0.59
knowledge.csv,0.97,0.83,1.0,0.96,0.0,0.82,0.86,1.0,1.0,0.97,0.91,0.82,0.93,0.97,0.95,1.0,0.91,0.87,0.93
kowari.csv,0.49,0.83,0.42,0.53,0.77,0.82,0.79,0.57,0.64,0.14,0.6,0.71,0.77,0.86,0.87,0.93,0.66,0.49,0.55
lufa-lib.csv,0.67,0.66,0.65,0.76,0.61,0.74,0.72,0.63,0.85,0.71,0.77,0.55,0.73,0.88,0.79,0.02,0.65,0.66,0.65
maidsafe-dht.csv,0.0,0.98,0.34,0.68,0.68,0.7,0.72,0.76,0.81,0.47,0.66,0.74,0.77,1.0,0.83,0.92,0.43,0.77,0.66
pixel-commandos.csv,0.86,0.88,1.0,0.91,0.85,0.9,0.91,0.91,0.92,0.59,0.72,0.9,0.86,1.01,0.98,0.91,0.88,0.0,0.73
playerstage.csv,0.82,0.67,0.48,0.05,0.53,0.75,0.59,0.71,0.75,0.74,0.65,0.78,0.69,0.97,0.84,0.64,0.72,0.59,0.61
proftp.csv,0.79,0.85,1.0,0.7,0.75,0.75,0.84,0.79,0.74,0.89,0.63,0.1,0.66,0.89,0.87,0.71,0.64,0.75,0.73
tcvp.csv,0.89,0.95,1.04,0.9,0.99,0.89,0.96,0.86,0.82,1.0,0.74,1.0,0.96,0.0,0.95,0.75,0.95,0.8,0.94
theresa.csv,0.93,1.0,0.0,0.95,0.95,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.99,1.0,0.75,0.93
uwom.csv,0.61,0.88,1.09,0.5,0.52,0.88,0.74,0.74,0.81,0.82,0.8,0.94,0.64,0.7,0.87,0.99,0.78,0.69,0.06
xapian.csv,0.63,0.77,0.56,0.57,0.41,0.76,0.78,0.74,0.71,0.72,0.65,0.5,0.6,0.96,0.84,0.61,0.08,0.6,0.79
yaprm.csv,0.54,0.81,0.26,0.52,0.75,0.6,0.84,0.66,0.08,0.66,0.6,0.66,0.73,0.9,0.72,0.89,0.52,0.54,0.6
