,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.93,0.98,1.0,0.91,0.95,0.67,0.8,0.79,0.97,1.0,1.0,0.53,0.89,0.44,0.75,1.0,0.81,1.0,0.84
boost-sandbox.csv,0.57,0.1,0.67,0.6,0.45,0.28,0.13,0.97,0.73,1.0,0.48,0.17,0.42,0.44,0.42,0.15,0.62,0.25,0.47
dspace-gsoc.csv,0.71,0.44,1.0,0.4,0.21,0.46,0.29,0.25,0.76,0.86,0.52,0.47,0.49,0.0,0.97,0.35,0.62,0.25,0.55
enlightenment.csv,0.5,0.68,0.0,0.74,0.74,0.44,0.97,0.49,0.54,1.0,0.38,0.43,0.73,0.22,0.5,0.78,0.62,0.25,0.66
fceugc.csv,0.36,0.1,0.33,0.38,0.45,0.26,0.4,0.07,0.3,0.29,0.95,0.47,0.19,0.22,0.17,0.08,0.19,0.25,0.51
gnukeda.csv,0.64,0.54,1.0,0.84,0.53,0.97,0.6,0.85,0.43,1.0,0.62,0.7,0.62,0.44,0.58,0.66,0.62,1.0,0.71
jaolt.csv,0.43,0.68,1.0,0.64,0.63,0.41,0.52,0.27,0.57,0.57,0.81,0.5,1.0,0.11,0.25,0.6,0.58,0.5,0.49
knowledge.csv,1.0,0.9,1.0,1.0,1.0,0.92,0.87,0.98,0.97,1.0,1.0,0.9,0.95,1.0,0.97,0.99,0.88,1.0,0.99
kowari.csv,0.64,0.17,1.0,0.53,0.52,0.62,0.23,0.63,0.51,0.86,0.57,0.93,0.33,1.0,0.17,0.07,0.62,0.75,0.63
lufa-lib.csv,0.5,0.51,0.67,0.29,0.42,0.49,0.56,0.58,0.41,0.43,0.38,0.7,0.36,0.78,0.25,0.98,0.58,1.0,0.53
maidsafe-dht.csv,1.0,0.02,0.67,0.36,0.35,0.31,0.35,0.28,0.22,0.71,0.38,0.27,0.23,0.0,0.19,0.14,0.65,0.25,0.34
pixel-commandos.csv,0.14,0.12,0.0,0.09,0.15,0.1,0.09,0.09,0.08,0.43,0.29,0.1,0.14,0.0,0.03,0.1,0.12,1.0,0.27
playerstage.csv,0.21,0.34,1.0,0.97,0.47,0.26,0.49,0.33,0.3,0.29,0.38,0.27,0.33,0.11,0.22,0.43,0.35,0.5,0.46
proftp.csv,0.21,0.17,0.0,0.33,0.27,0.26,0.17,0.27,0.27,0.29,0.43,0.9,0.38,0.11,0.14,0.35,0.38,0.25,0.27
tcvp.csv,0.14,0.05,0.0,0.12,0.1,0.13,0.04,0.16,0.19,0.0,0.33,0.0,0.04,1.0,0.06,0.3,0.08,0.25,0.09
theresa.csv,0.07,0.0,1.0,0.05,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.25,0.07
uwom.csv,0.79,0.83,0.0,0.55,0.66,0.87,0.65,0.32,0.24,0.29,0.86,0.8,0.63,0.44,0.19,1.0,0.23,0.75,0.95
xapian.csv,0.71,0.66,1.0,0.76,0.9,0.74,0.72,0.82,0.38,0.86,0.57,0.8,0.47,0.44,0.31,0.52,0.92,1.0,0.82
yaprm.csv,0.57,0.2,1.0,0.52,0.55,0.41,0.17,0.44,0.92,0.57,0.48,0.67,0.33,0.11,0.33,0.12,0.62,0.75,0.5
