,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.0,0.52,0.62,0.62,0.77,0.97,0.73,0.58
aztec.csv,0.8,0.59,0.67,0.54,0.64,0.95,0.57,0.57
jbpm.csv,0.96,0.5,0.98,0.86,0.94,0.75,0.54,0.67
mediate.csv,0.55,0.36,0.52,0.48,0.45,0.43,0.48,0.52
mycila.csv,0.83,0.71,0.77,0.71,0.75,0.56,0.89,0.74
neodatis-odb.csv,0.6,0.61,0.75,0.74,0.42,0.92,0.86,0.71
nsis.csv,0.49,0.93,0.49,0.72,0.47,0.44,0.4,0.58
rodin-b-sharp.csv,0.83,0.0,0.95,0.0,0.63,0.99,0.89,0.7
