,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.0,0.93,0.69,0.32,0.26,0.0,0.1,0.37
aztec.csv,0.37,0.3,0.29,0.59,0.44,0.79,0.6,0.63
jbpm.csv,0.3,0.07,0.92,0.32,0.26,0.0,0.4,0.67
mediate.csv,0.33,0.7,0.6,0.38,1.0,0.92,0.6,0.29
mycila.csv,0.28,0.33,0.1,0.22,0.33,0.71,0.9,0.55
neodatis-odb.csv,0.38,0.3,0.38,1.0,0.72,0.33,0.1,0.45
nsis.csv,1.0,0.26,0.69,0.43,0.67,0.83,1.0,0.49
rodin-b-sharp.csv,0.07,0.0,0.15,0.03,0.41,0.04,0.0,0.95
