,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.26,0.19,0.0,0.3,0.93,0.11,0.12,0.05
apolloplayer.csv,0.12,0.46,0.0,0.33,0.96,0.15,0.14,0.04
k3d.csv,0.13,0.2,0.0,0.33,0.95,0.41,0.0,0.03
kowari.csv,0.15,0.3,0.0,0.28,0.95,0.17,0.21,0.06
redshell.csv,0.12,0.23,0.0,0.0,0.98,0.14,0.08,0.03
rtb-team.csv,0.29,0.35,0.0,0.68,0.95,0.38,0.05,0.05
xreal.csv,0.08,0.1,0.0,0.71,0.98,0.12,0.05,0.71
