,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.14,0.95,0.14,0.34,0.28,0.61,0.44,0.27,0.35,0.14,0.0,0.46,0.64,0.29,0.39,0.87
echongl.csv,0.41,0.85,0.23,0.74,0.73,0.79,0.51,0.31,0.62,0.88,0.02,0.82,0.02,0.65,0.52,0.16
findbugs.csv,0.41,0.75,0.16,0.71,0.68,0.83,0.33,0.28,0.68,0.68,0.02,0.8,0.14,0.71,0.59,0.67
google-web-toolkit.csv,0.44,0.63,0.2,0.76,0.54,0.63,0.28,0.36,0.67,0.81,0.02,0.81,0.17,0.69,0.35,0.31
gwanted.csv,0.44,0.58,0.23,0.6,0.79,0.63,0.43,0.54,0.66,0.53,0.03,0.81,0.31,0.68,0.4,0.03
ivatamasks.csv,0.43,0.94,0.17,0.78,0.69,0.87,0.51,0.31,0.62,0.84,0.02,0.81,0.98,0.73,0.54,0.83
onotoa.csv,0.21,0.73,0.09,0.46,0.52,0.76,0.26,0.25,0.62,0.29,0.0,0.45,0.98,0.44,0.48,0.74
orc.csv,0.08,0.6,0.46,0.49,0.71,0.34,0.3,0.28,0.7,0.0,0.0,0.41,0.41,0.29,0.27,0.33
plato.csv,0.43,0.99,0.15,0.78,0.9,0.89,0.52,0.33,0.62,0.8,0.02,0.84,0.98,0.71,0.54,0.79
proftp.csv,0.0,0.38,0.24,0.45,0.53,0.17,0.12,0.38,0.74,0.48,0.0,0.55,0.0,0.37,0.13,0.0
rodin-b-sharp.csv,0.69,0.45,0.4,0.34,0.68,0.42,0.8,0.2,0.28,0.46,0.0,0.35,0.0,0.25,0.32,0.54
uclmda.csv,0.0,0.01,0.0,0.0,0.17,0.36,0.15,0.0,0.18,0.06,0.0,0.07,1.0,0.11,0.11,0.65
umber.csv,0.84,0.87,0.19,0.84,0.91,0.81,0.54,0.27,0.62,0.69,0.02,0.74,0.98,0.67,0.45,0.79
unicase.csv,0.65,0.96,0.23,0.76,0.87,0.66,0.59,0.34,0.66,0.74,0.02,0.8,0.04,0.66,0.51,0.65
wpdev.csv,0.41,1.0,0.19,0.81,0.91,0.89,0.53,0.25,0.62,0.81,0.02,0.84,0.98,0.73,0.55,0.71
