,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,2.0,0.0,21.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,117.0,0.0,1.0,2.0,0.0,0.0
echongl.csv,4.0,0.0,9.0,2.0,0.0,0.0,1.0,41.0,4.0,0.0,69.0,0.0,0.0,4.0,0.0,9.0
findbugs.csv,4.0,0.0,17.0,2.0,0.0,0.0,1.0,48.0,1.0,0.0,84.0,0.0,2.0,4.0,0.0,0.0
google-web-toolkit.csv,2.0,0.0,16.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,74.0,0.0,1.0,1.0,1.0,8.0
gwanted.csv,20.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,51.0,0.0,0.0,2.0,1.0,3.0
ivatamasks.csv,3.0,0.0,26.0,0.0,0.0,0.0,5.0,9.0,2.0,0.0,90.0,0.0,2.0,3.0,0.0,0.0
onotoa.csv,4.0,0.0,27.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,117.0,1.0,2.0,4.0,0.0,0.0
orc.csv,0.0,0.0,3.0,1.0,0.0,1.0,4.0,13.0,1.0,136.0,117.0,1.0,2.0,0.0,1.0,0.0
plato.csv,3.0,0.0,17.0,2.0,0.0,0.0,1.0,18.0,2.0,0.0,84.0,0.0,2.0,4.0,0.0,0.0
proftp.csv,73.0,0.0,4.0,1.0,1.0,0.0,4.0,8.0,0.0,0.0,117.0,0.0,168.0,0.0,0.0,97.0
rodin-b-sharp.csv,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.0,4.0,0.0,117.0,0.0,168.0,0.0,3.0,0.0
uclmda.csv,73.0,0.0,155.0,144.0,2.0,0.0,7.0,163.0,0.0,0.0,117.0,4.0,0.0,2.0,0.0,1.0
umber.csv,0.0,0.0,17.0,2.0,0.0,0.0,1.0,21.0,4.0,0.0,84.0,0.0,1.0,2.0,4.0,0.0
unicase.csv,1.0,0.0,6.0,1.0,0.0,0.0,1.0,18.0,2.0,0.0,78.0,0.0,3.0,2.0,0.0,0.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,1.0,23.0,2.0,0.0,93.0,0.0,2.0,4.0,0.0,0.0
