,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.2,0.98,0.08,0.88,0.88,0.8,0.34,0.19,0.32,0.26,0.0,0.87,0.99,0.51,0.32,0.86
echongl.csv,0.26,0.99,0.15,0.65,0.8,0.86,0.41,0.19,0.54,0.93,0.01,0.73,0.33,0.64,0.54,0.28
findbugs.csv,0.26,1.0,0.09,0.64,0.78,0.85,0.24,0.17,0.54,0.93,0.01,0.71,0.68,0.67,0.53,0.62
google-web-toolkit.csv,0.28,1.0,0.11,0.68,0.81,0.86,0.24,0.33,0.5,0.85,0.01,0.72,0.76,0.72,0.31,0.45
gwanted.csv,0.32,1.0,0.14,0.82,0.86,0.83,0.47,0.43,0.68,0.83,0.01,0.76,0.91,0.63,0.38,0.25
ivatamasks.csv,0.27,0.99,0.1,0.86,0.86,0.82,0.36,0.19,0.45,0.72,0.01,0.73,0.96,0.61,0.38,0.71
onotoa.csv,0.15,1.0,0.06,0.66,0.94,0.89,0.21,0.24,0.61,0.85,0.0,0.6,0.98,0.61,0.47,0.79
orc.csv,0.14,1.0,0.31,0.73,0.84,0.84,0.33,0.23,0.59,0.0,0.0,0.82,0.93,0.59,0.56,0.7
plato.csv,0.27,0.99,0.08,0.7,0.95,0.82,0.36,0.21,0.45,0.72,0.01,0.73,0.96,0.59,0.38,0.67
proftp.csv,0.0,1.0,0.17,0.54,0.77,1.0,0.22,0.29,0.72,0.97,0.0,0.78,0.0,0.75,0.67,0.0
rodin-b-sharp.csv,1.0,0.95,0.37,0.61,0.83,0.81,0.79,0.13,0.35,0.73,0.0,0.86,0.0,0.51,0.36,0.59
uclmda.csv,0.0,1.0,0.0,0.0,0.67,0.72,0.22,0.0,0.27,1.0,0.0,0.35,1.0,0.52,0.29,0.83
umber.csv,0.75,0.98,0.1,0.74,0.84,0.83,0.37,0.16,0.46,0.68,0.01,0.81,0.97,0.57,0.32,0.65
unicase.csv,0.53,0.99,0.13,0.67,0.86,0.87,0.43,0.21,0.49,0.81,0.01,0.83,0.43,0.6,0.38,0.6
wpdev.csv,0.26,1.0,0.1,0.68,0.84,0.84,0.36,0.15,0.45,0.72,0.01,0.73,0.96,0.59,0.38,0.63
