,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.41,0.64,0.72,0.76,0.88,0.44,0.54
java-gnome.csv,0.86,0.85,0.75,0.49,0.45,0.99,0.91
mb-unit.csv,0.4,0.46,0.45,0.52,0.5,0.38,0.33
mecat.csv,0.47,0.98,0.97,0.95,0.67,0.56,0.82
rodin-b-sharp.csv,0.75,0.93,0.67,0.57,0.38,0.67,0.41
unicase.csv,0.4,0.47,0.49,0.61,0.5,0.42,0.37
wpdev.csv,0.39,0.42,0.38,0.42,0.38,0.39,0.34
