,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.57,0.74,0.79,0.42,0.93,0.65,0.8
java-gnome.csv,0.85,0.85,0.97,0.78,0.24,0.9,1.02
mb-unit.csv,0.5,0.58,0.56,0.63,0.56,0.71,0.85
mecat.csv,0.63,0.92,0.93,0.72,0.95,0.68,0.13
rodin-b-sharp.csv,1.16,0.78,0.22,0.82,0.46,0.64,0.98
unicase.csv,0.14,0.82,0.59,0.51,0.72,0.48,0.85
wpdev.csv,0.0,0.99,1.0,0.95,1.0,0.99,0.92
