,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,1.0,0.84,0.37,0.45,0.62,0.77,0.04
java-gnome.csv,0.98,0.89,0.14,0.15,0.96,0.62,0.0
mb-unit.csv,0.99,0.89,0.49,0.21,0.93,0.76,0.06
mecat.csv,1.0,0.98,0.3,0.36,1.0,0.85,0.27
rodin-b-sharp.csv,0.97,0.88,0.77,0.14,0.88,0.86,0.02
unicase.csv,1.0,0.85,0.45,0.26,0.78,0.83,0.06
wpdev.csv,1.0,0.86,0.36,0.15,0.77,0.73,0.05
