,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.93,0.88,0.65,0.55,0.86,0.79,0.17,0.78,0.79,0.87,0.97,0.96,0.96,0.89,0.85
continuum-ide.csv,0.8,0.94,0.93,1.03,0.9,0.59,0.97,0.33,0.89,0.85,0.76,0.96,0.98,0.89,0.72
fleet-simulator.csv,0.75,0.71,0.84,0.95,0.98,1.0,0.62,1.0,0.89,0.93,0.88,1.03,0.04,0.7,0.95
hydrate.csv,0.96,0.77,0.68,1.0,0.89,1.02,0.94,0.72,1.0,0.79,0.88,0.9,0.5,0.88,0.56
ivef-sdk.csv,0.65,0.69,0.61,0.32,0.8,0.0,1.04,0.89,0.9,0.55,1.0,1.11,1.33,0.81,1.0
jmri.csv,0.63,0.76,0.5,0.89,0.99,0.43,0.77,0.59,0.7,0.85,0.55,0.77,0.87,0.86,0.77
kdenlive.csv,0.42,0.71,0.65,0.99,0.56,0.92,0.89,0.76,0.99,1.02,0.66,0.57,0.22,0.77,0.71
mia.csv,0.87,0.71,0.78,0.89,0.72,0.59,1.0,0.72,0.39,0.98,0.67,0.76,0.46,0.87,0.74
ontopia.csv,0.5,0.68,0.61,0.78,0.94,1.23,0.86,1.0,0.8,0.35,0.86,0.9,0.97,0.79,0.62
opentibia.csv,0.73,0.33,0.66,0.69,0.7,0.97,0.81,0.67,0.74,0.77,0.63,0.74,1.1,0.97,0.72
runuomondains.csv,0.44,0.63,0.56,1.12,0.9,0.97,0.86,0.58,0.46,0.67,0.22,0.63,1.16,0.91,0.72
somap.csv,1.0,0.92,0.81,0.85,0.85,1.31,0.85,1.0,0.92,1.02,0.94,0.17,1.0,1.0,1.0
taverna.csv,0.63,0.59,0.77,0.82,0.4,1.12,0.66,0.91,0.6,0.89,0.57,0.65,1.0,0.92,0.7
tigermud.csv,0.87,0.91,0.81,0.78,0.75,0.79,0.86,0.83,0.67,0.98,0.7,0.49,1.11,0.65,0.9
x-ray-mule.csv,0.9,0.7,0.7,0.39,0.71,0.97,0.75,0.87,1.0,0.6,1.0,0.96,1.12,0.68,1.0
