,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.3,0.36,0.32,0.55,0.3,0.21,0.38,0.55,0.53,0.2,0.6,0.99,0.49,0.55,0.65,0.14,0.67,0.55,0.25,0.0
arcallians.csv,0.47,0.6,0.8,0.8,1.0,0.17,0.5,0.23,0.73,0.15,0.5,0.37,0.56,0.43,0.44,0.55,1.0,0.64,0.35,0.38
arianne.csv,0.96,0.65,0.72,0.55,0.66,0.29,0.69,0.92,0.51,0.45,0.65,0.83,0.49,0.63,0.92,0.38,0.33,0.58,0.75,0.67
aztec.csv,0.57,0.08,0.06,0.64,0.52,0.88,0.62,0.0,0.47,0.75,0.0,0.06,0.11,0.59,0.0,0.76,0.33,0.53,0.6,0.5
biopax.csv,0.81,0.86,0.8,0.87,0.84,0.88,1.0,0.62,1.0,0.85,0.65,0.63,0.97,0.84,1.0,0.96,1.0,1.0,0.95,0.96
bl-toolkit.csv,0.46,0.76,0.98,0.78,0.68,0.29,0.62,1.0,0.86,0.45,1.0,0.96,0.56,0.84,0.9,0.51,1.0,0.74,0.5,0.62
clamav.csv,0.35,0.54,0.34,0.46,0.5,0.5,0.38,0.46,0.49,0.9,0.4,0.48,0.26,0.61,0.56,0.25,0.67,0.45,0.15,0.54
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.04,0.0,0.0,0.67,0.0,0.0,0.0
gnupdate.csv,0.28,0.48,0.12,0.62,0.5,0.62,0.5,0.17,0.71,0.2,0.95,0.31,0.37,0.46,0.51,0.31,0.67,0.57,0.5,0.38
jmule.csv,0.3,0.49,0.44,0.49,0.39,0.21,0.69,0.57,0.65,0.15,0.35,0.36,0.46,0.48,0.24,0.27,0.67,0.56,0.45,1.0
mbse.csv,0.32,0.43,0.38,0.42,0.39,0.21,0.69,0.91,0.57,0.6,0.65,0.61,0.44,0.46,0.27,0.27,0.67,0.3,0.15,0.5
mplayer-ce.csv,0.84,0.75,0.78,0.68,0.73,0.75,0.69,0.83,0.82,0.75,0.7,0.83,0.79,0.79,0.95,0.68,1.0,0.61,0.7,0.71
ng4j.csv,0.28,0.49,0.5,0.42,0.36,0.17,0.69,0.95,0.43,0.25,0.55,0.45,0.43,0.59,0.69,0.37,0.67,0.59,0.95,0.38
ns-3-dev-def-routing.csv,0.06,0.37,0.14,0.45,0.43,0.29,0.38,0.6,0.31,0.55,0.95,0.48,0.18,0.95,0.57,0.39,0.33,0.29,0.15,0.0
openxava.csv,0.73,0.12,0.04,0.01,0.05,0.04,0.81,0.14,0.22,0.1,0.1,0.01,0.23,0.07,0.07,0.08,0.0,0.14,0.7,0.04
phonon-vlc-mplayer.csv,0.6,0.57,0.56,0.97,0.59,0.33,0.44,0.78,0.76,0.35,0.65,0.36,0.84,0.56,0.52,0.77,0.67,0.66,0.7,0.38
qgis.csv,0.39,0.92,0.32,0.51,0.36,0.33,0.56,0.65,0.67,0.25,0.6,0.54,0.46,0.59,0.62,0.39,1.0,0.58,0.4,0.08
vars-redux.csv,0.32,0.35,0.22,0.41,0.32,0.38,0.69,0.68,0.94,0.4,0.75,0.53,0.37,0.39,0.7,0.28,1.0,0.65,0.35,0.21
xamj.csv,0.38,0.49,0.2,0.42,0.59,0.21,0.5,0.37,0.53,0.65,0.25,0.12,0.26,0.59,0.21,0.3,1.0,0.96,0.15,0.46
yafdotnet.csv,0.41,0.5,0.66,0.42,0.73,0.38,0.62,0.74,0.55,0.55,0.15,0.36,0.96,0.51,0.44,0.3,0.67,0.52,0.45,0.42
