,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.72,0.66,0.75,0.66,0.72,0.79,0.68,0.59,0.52,0.8,0.66,0.01,0.54,0.59,0.7,0.86,0.54,0.52,0.75,1.0
arcallians.csv,0.7,0.55,0.71,0.33,0.03,0.86,1.08,0.78,0.61,0.87,0.55,0.69,0.61,0.69,0.67,0.57,0.57,0.56,0.72,0.66
arianne.csv,0.04,0.65,0.7,0.56,0.49,0.74,0.5,0.88,0.65,0.76,0.94,0.85,0.66,0.67,0.91,0.83,0.88,0.6,0.45,0.62
aztec.csv,0.86,0.92,0.94,0.74,0.69,0.12,0.61,1.0,0.78,0.61,1.0,0.94,0.9,0.62,1.0,0.79,0.8,0.75,0.8,0.57
biopax.csv,0.78,0.74,0.58,0.77,0.79,0.88,0.96,0.57,0.97,0.82,0.54,0.64,0.96,0.71,1.0,0.04,0.98,0.92,0.75,0.9
bl-toolkit.csv,0.6,0.71,0.02,0.36,0.47,0.73,0.78,0.85,0.57,0.58,0.97,0.9,0.65,0.72,0.92,0.6,0.43,0.65,0.63,0.51
clamav.csv,0.72,0.6,0.7,0.63,0.67,0.66,0.65,0.65,0.61,0.1,0.69,0.66,0.76,0.59,0.64,0.79,0.56,0.6,0.88,0.52
crux-framework.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.95,1.0,1.0,1.0,0.96,1.0,1.0,0.33,1.0,1.0,1.0
gnupdate.csv,0.79,0.59,0.88,0.49,0.56,0.54,0.53,0.83,0.57,0.87,0.05,0.7,0.67,0.63,0.64,0.72,0.45,0.52,0.52,0.63
jmule.csv,0.75,0.58,0.62,0.55,0.65,0.8,0.56,0.54,0.51,0.85,0.66,0.72,0.57,0.62,0.8,0.73,0.48,0.54,0.58,0.0
mbse.csv,0.87,0.7,0.83,0.84,0.88,0.8,0.35,0.09,0.55,0.71,0.74,0.67,0.67,0.68,0.76,1.08,0.38,0.7,0.94,0.85
mplayer-ce.csv,0.79,0.87,0.98,0.89,0.96,0.96,0.57,0.85,0.88,0.79,0.98,0.85,0.86,0.81,0.05,0.91,0.81,0.69,0.93,0.94
ng4j.csv,0.74,0.59,0.52,0.62,0.65,0.87,0.46,0.81,0.64,0.78,0.55,0.63,0.61,0.5,0.78,0.64,0.51,0.6,0.05,0.63
ns-3-dev-def-routing.csv,0.95,0.69,0.86,0.6,0.63,0.72,0.64,0.89,0.74,0.54,0.79,0.63,0.84,0.05,0.7,0.61,0.7,0.85,0.86,1.0
openxava.csv,0.85,0.88,0.96,0.99,0.95,0.97,0.19,0.86,0.78,0.91,0.9,0.99,0.77,0.93,0.93,0.92,1.0,0.86,0.76,0.96
phonon-vlc-mplayer.csv,0.69,0.62,0.74,0.03,0.52,0.78,0.91,0.6,0.71,0.69,0.48,0.71,0.77,0.65,0.7,0.5,0.72,0.79,0.61,0.73
qgis.csv,0.66,0.08,0.75,0.61,0.64,0.83,0.84,0.61,0.51,0.76,0.45,0.65,0.63,0.56,0.69,0.61,0.55,0.56,0.62,0.92
vars-redux.csv,0.72,0.67,0.8,0.67,0.73,0.65,0.4,0.48,0.06,0.65,0.8,0.56,0.66,0.69,0.77,0.8,0.38,0.5,0.72,0.86
xamj.csv,0.66,0.6,0.85,0.69,0.61,0.8,0.55,0.64,0.5,0.73,0.76,0.88,0.74,0.63,0.8,0.71,0.41,0.04,0.87,0.59
yafdotnet.csv,0.68,0.58,0.53,0.7,0.73,0.77,0.53,0.55,0.57,0.71,0.86,0.67,0.04,0.66,0.68,0.73,0.6,0.54,0.65,0.65
