,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.0,0.13,0.36,0.62,0.11,0.48,0.58,0.46,0.48,0.39,0.67,0.73,0.45,0.62,0.33,0.16
bullet.csv,0.67,0.73,0.7,0.12,0.5,0.0,0.6,0.3,0.2,0.73,0.33,0.62,0.3,0.07,0.44,0.51
customwars.csv,0.0,0.96,0.16,0.6,0.89,0.38,0.07,0.46,0.04,0.12,0.0,0.46,0.3,0.31,0.17,0.66
dvd-create.csv,0.73,0.62,0.55,0.58,0.0,0.52,0.65,0.78,0.59,0.56,0.73,0.73,0.3,0.76,0.39,0.62
gbif-indexingtoolkit.csv,0.1,0.44,0.12,0.5,0.56,0.05,0.09,0.0,0.08,0.0,0.21,0.12,0.1,0.03,0.28,0.29
go.csv,0.7,0.0,0.45,0.58,0.44,0.43,0.67,0.48,0.78,0.07,0.63,0.46,0.45,0.83,0.22,0.37
growl-for-windows.csv,0.37,0.18,0.52,0.01,0.22,0.71,0.56,0.56,0.3,0.22,0.34,0.54,0.65,0.38,0.0,0.0
gss.csv,0.93,0.56,0.91,0.62,0.67,0.95,0.86,0.64,0.9,1.0,0.75,0.88,0.0,0.97,0.67,0.65
kwave.csv,0.17,0.42,0.02,0.13,0.17,0.19,0.14,0.18,0.25,0.22,0.2,0.35,0.0,0.14,0.28,0.41
libarchive.csv,0.23,0.2,0.25,0.07,0.22,0.29,0.31,0.56,0.39,0.0,0.74,0.77,0.35,0.52,0.17,0.0
linux-ntfs.csv,0.33,0.53,0.41,0.25,0.44,0.38,0.46,0.48,0.3,0.68,0.44,0.73,0.55,0.0,0.56,0.25
lsb.csv,0.67,0.53,0.71,0.0,0.28,0.57,0.6,0.94,0.43,0.07,0.99,0.88,0.8,0.48,0.94,0.4
mpgravity.csv,0.2,0.44,0.52,0.58,0.61,0.71,0.36,0.54,0.59,0.0,0.43,0.42,0.4,0.59,0.11,0.44
qcad2.csv,0.33,0.8,0.46,0.5,0.56,0.43,0.0,0.52,0.25,0.68,0.37,0.38,0.5,0.41,0.56,0.41
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xinity.csv,0.47,0.0,0.43,0.02,0.0,0.67,0.48,0.28,0.24,0.78,0.29,0.0,0.3,0.17,0.0,0.0
