,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.99,0.62,0.29,0.14,0.51,0.61,0.5,0.34,0.01,0.0,0.28,0.62,0.56,0.6,0.75,0.55
bullet.csv,0.58,0.72,0.31,0.26,0.81,0.99,0.52,0.14,0.0,0.29,0.22,0.46,0.56,0.0,0.46,0.61
customwars.csv,0.12,0.61,0.15,0.5,0.75,0.4,0.28,0.3,0.0,0.38,0.97,0.42,0.36,0.57,0.72,0.56
dvd-create.csv,0.77,0.78,0.41,0.47,0.99,0.72,0.54,0.21,0.01,0.33,0.26,0.71,0.47,0.57,0.44,0.53
gbif-indexingtoolkit.csv,0.31,0.28,0.3,0.48,0.47,0.28,0.03,1.0,0.01,0.29,0.24,0.09,0.36,0.26,0.63,0.4
go.csv,0.77,0.97,0.33,0.18,0.73,0.61,0.56,0.33,0.01,0.42,0.29,0.66,0.58,0.55,0.4,0.65
growl-for-windows.csv,0.62,0.11,0.2,0.16,0.21,0.74,0.45,0.23,0.01,0.6,0.31,0.53,0.49,0.43,0.99,0.15
gss.csv,0.83,0.75,0.28,0.38,0.74,0.87,0.52,0.28,0.01,0.37,0.27,0.71,1.0,0.65,0.65,0.6
kwave.csv,0.43,0.67,0.94,0.2,0.53,0.4,0.41,0.18,0.0,0.09,0.29,0.36,0.24,0.12,0.22,0.53
libarchive.csv,0.65,0.7,0.33,0.43,0.51,0.68,0.51,0.27,0.01,0.0,0.28,0.61,0.63,0.51,0.44,0.98
linux-ntfs.csv,0.67,0.66,0.38,0.39,0.73,0.66,0.49,0.37,0.02,0.1,0.34,0.68,0.76,1.0,0.65,0.58
lsb.csv,0.72,0.63,0.3,0.97,0.67,0.85,0.46,0.32,0.01,0.0,0.25,0.71,0.76,0.4,0.74,0.61
mpgravity.csv,0.67,0.59,0.16,0.36,0.51,0.63,0.49,0.23,0.0,1.0,0.27,0.58,0.48,0.54,0.75,0.61
qcad2.csv,0.41,0.63,0.21,0.27,0.58,0.27,0.96,0.39,0.0,0.26,0.27,0.52,0.55,0.57,0.61,0.53
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xinity.csv,0.54,0.0,0.18,0.0,0.0,0.35,0.38,0.08,0.0,0.24,0.24,0.95,0.36,0.32,0.11,0.0
