,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.99,0.48,0.38,0.22,0.35,0.51,0.73,0.64,1.0,0.0,0.76,0.66,0.5,0.73,0.69,0.47
bullet.csv,0.51,0.8,0.62,0.2,0.77,0.99,0.77,0.18,0.17,0.58,0.35,0.41,0.47,0.0,0.36,0.76
customwars.csv,0.06,0.68,0.12,0.93,0.73,0.28,0.19,0.55,0.0,0.33,0.94,0.34,0.27,0.54,0.61,0.76
dvd-create.csv,0.79,0.86,0.75,0.84,0.99,0.66,0.85,0.55,1.0,0.58,0.76,0.8,0.37,0.73,0.33,0.67
gbif-indexingtoolkit.csv,0.19,0.2,0.25,0.8,0.35,0.16,0.02,1.0,0.17,0.17,0.29,0.05,0.23,0.15,0.53,0.35
go.csv,0.79,0.95,0.5,0.27,0.64,0.49,0.92,0.64,1.0,0.33,0.76,0.63,0.53,0.73,0.28,0.73
growl-for-windows.csv,0.51,0.06,0.31,0.09,0.12,0.72,0.62,0.45,0.83,0.75,0.53,0.49,0.47,0.38,0.97,0.08
gss.csv,0.96,0.78,0.69,0.67,0.68,1.0,0.96,0.64,1.0,1.0,0.82,0.85,1.0,1.0,0.64,0.82
kwave.csv,0.29,0.62,0.94,0.16,0.38,0.27,0.33,0.18,0.0,0.08,0.35,0.27,0.13,0.08,0.14,0.57
libarchive.csv,0.53,0.59,0.38,0.33,0.36,0.57,0.56,0.55,1.0,0.0,0.82,0.66,0.57,0.54,0.31,0.96
linux-ntfs.csv,0.56,0.65,0.56,0.42,0.64,0.55,0.62,0.73,1.0,0.17,0.71,0.76,0.83,1.0,0.61,0.55
lsb.csv,0.71,0.59,0.62,0.93,0.54,0.87,0.67,1.0,0.67,0.0,0.94,0.85,0.93,0.38,0.86,0.67
mpgravity.csv,0.54,0.52,0.25,0.6,0.39,0.57,0.56,0.45,0.33,1.0,0.53,0.51,0.4,0.62,0.64,0.71
qcad2.csv,0.29,0.67,0.31,0.4,0.46,0.18,0.92,0.82,0.17,0.5,0.47,0.44,0.5,0.58,0.56,0.57
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xinity.csv,0.44,0.0,0.25,0.0,0.0,0.25,0.46,0.09,0.0,0.5,0.35,0.9,0.27,0.23,0.06,0.0
