,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.0,1.0,1.0,0.0,0.0,2.0,21.0,1.0,712.0,52.0,9.0,1.0,1.0,1.0,0.0,1.0
bullet.csv,4.0,3.0,0.0,4.0,0.0,0.0,8.0,2.0,438.0,22.0,11.0,0.0,1.0,54.0,2.0,4.0
customwars.csv,0.0,3.0,2.0,1.0,0.0,3.0,3.0,0.0,2488.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
dvd-create.csv,1.0,2.0,0.0,0.0,0.0,0.0,3.0,13.0,945.0,11.0,10.0,0.0,0.0,1.0,1.0,2.0
gbif-indexingtoolkit.csv,0.0,3.0,4.0,1.0,0.0,1.0,8.0,0.0,149.0,0.0,8.0,0.0,0.0,1.0,0.0,4.0
go.csv,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1456.0,1.0,12.0,0.0,0.0,2.0,3.0,1.0
growl-for-windows.csv,0.0,2.0,8.0,1.0,0.0,2.0,3.0,4.0,353.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0
gss.csv,2.0,1.0,5.0,3.0,1.0,2.0,5.0,4.0,1696.0,2.0,12.0,0.0,0.0,0.0,0.0,5.0
kwave.csv,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2488.0,6.0,1.0,1.0,0.0,2.0,0.0,6.0
libarchive.csv,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,472.0,52.0,5.0,2.0,0.0,1.0,1.0,0.0
linux-ntfs.csv,1.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,280.0,21.0,9.0,2.0,0.0,0.0,1.0,3.0
lsb.csv,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,893.0,52.0,1.0,0.0,0.0,2.0,0.0,1.0
mpgravity.csv,1.0,2.0,16.0,2.0,0.0,2.0,2.0,4.0,1087.0,0.0,14.0,0.0,6.0,3.0,0.0,3.0
qcad2.csv,1.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,360.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0
qtwin.csv,107.0,123.0,71.0,181.0,91.0,87.0,0.0,60.0,0.0,52.0,111.0,66.0,49.0,54.0,53.0,116.0
xinity.csv,0.0,123.0,3.0,181.0,91.0,2.0,7.0,8.0,2488.0,7.0,9.0,0.0,2.0,0.0,0.0,116.0
