,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.35,0.55,0.0,0.2,0.57,0.32,0.71,0.83,0.9,0.33,0.85,0.4,0.22,0.83,0.52,0.76,1.0
botsnscouts.csv,0.4,0.34,0.75,0.18,0.22,0.26,0.76,0.44,0.98,0.3,0.62,0.48,0.24,0.79,0.34,0.93,0.77
cities3d.csv,0.4,0.42,0.29,0.18,0.5,0.21,0.4,0.9,1.0,0.26,1.0,0.41,0.11,0.83,0.48,0.59,0.88
dynalloy.csv,0.61,0.25,0.07,0.09,0.42,0.31,0.5,0.61,0.98,0.06,0.62,0.38,0.32,0.73,0.39,0.94,0.8
electric-core.csv,0.43,0.42,0.0,0.12,0.56,0.31,0.65,0.63,0.96,0.23,0.69,0.47,0.34,0.68,0.44,0.94,0.85
findbugs.csv,0.43,0.52,0.15,0.18,0.76,0.31,0.85,0.64,0.97,0.2,0.65,0.39,0.33,0.81,0.52,0.89,0.8
img-browse-sort.csv,0.54,0.3,0.0,0.13,0.65,0.33,0.69,0.71,0.93,0.28,0.83,0.46,0.53,0.75,0.56,0.92,1.0
jparsec.csv,0.34,0.21,0.26,0.08,0.36,0.28,0.58,0.38,0.98,0.22,0.51,0.64,0.29,0.67,0.37,0.86,0.72
moast.csv,0.41,0.14,0.21,0.07,0.25,0.33,0.5,0.36,0.98,0.13,0.66,0.43,0.25,0.64,0.42,1.0,0.72
mptvseries.csv,0.45,0.62,0.0,0.2,0.62,0.27,0.78,0.88,0.87,0.0,0.92,0.41,0.62,0.89,0.47,0.0,1.0
mvnforum.csv,0.55,0.1,0.0,0.0,0.53,0.44,0.48,0.42,0.97,0.17,0.71,0.38,0.2,0.54,0.43,0.75,0.64
nosleepsoftware.csv,0.0,0.13,0.61,0.04,0.25,0.0,1.0,0.19,0.97,0.23,0.09,1.0,0.0,0.33,0.33,0.22,0.44
ogre.csv,0.38,0.19,0.3,0.07,0.24,0.18,0.53,0.29,1.0,0.15,0.46,0.45,0.23,0.67,0.4,0.88,0.71
openfrag.csv,0.37,0.37,0.0,0.12,0.7,0.33,0.58,0.77,0.89,0.21,0.8,0.39,0.34,0.72,0.42,0.91,0.92
qdvdauthor.csv,0.39,0.46,0.05,0.07,0.5,0.42,0.46,0.36,0.95,0.12,0.59,0.42,0.29,0.85,0.32,0.99,0.91
sumatrapdf.csv,0.36,0.22,0.23,0.09,0.41,0.3,0.5,0.68,0.97,0.19,0.54,0.39,0.27,0.69,0.39,0.89,0.83
zxing.csv,0.43,0.49,0.0,0.17,0.6,0.36,0.68,0.83,0.93,0.23,0.78,0.4,0.33,0.82,0.46,0.9,0.9
