,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.85,0.39,0.0,0.54,0.63,0.39,0.44,0.48,0.08,0.62,0.33,0.96,0.15,0.5,0.61,0.26,0.34
botsnscouts.csv,0.73,0.65,0.19,0.51,0.21,0.44,0.7,0.65,0.4,0.5,0.27,0.64,0.85,0.68,0.57,0.11,0.43
cities3d.csv,0.27,0.53,0.56,0.7,0.58,0.33,0.07,0.29,0.05,0.62,0.02,0.58,0.08,0.48,0.43,0.18,0.66
dynalloy.csv,0.83,0.59,0.12,0.89,0.84,0.83,0.59,0.74,0.51,0.12,0.91,0.93,0.92,0.82,0.68,0.97,0.8
electric-core.csv,0.65,0.61,0.0,0.84,0.74,0.78,0.63,0.61,0.4,0.81,0.68,0.78,0.77,0.62,0.82,0.98,0.39
findbugs.csv,0.94,0.48,0.25,0.7,0.68,0.56,0.41,0.58,0.28,0.94,0.39,1.0,0.54,0.75,0.57,0.94,0.79
img-browse-sort.csv,0.62,0.78,0.0,0.78,0.58,0.72,0.41,0.65,0.13,0.88,0.52,0.82,0.77,0.52,0.64,0.99,0.43
jparsec.csv,0.6,0.91,1.0,0.86,0.89,0.61,0.96,1.0,1.0,0.88,0.79,0.71,0.77,0.98,0.89,0.11,0.23
moast.csv,0.6,0.47,0.25,0.54,0.26,0.83,1.0,1.0,0.37,0.25,0.56,0.51,0.92,0.18,0.64,0.97,0.38
mptvseries.csv,0.17,0.37,0.0,0.57,0.68,0.17,0.26,0.45,0.06,0.0,0.18,0.76,0.38,0.4,0.25,0.0,0.25
mvnforum.csv,0.21,0.15,0.0,0.0,0.53,0.61,0.56,0.68,0.3,0.12,0.44,0.69,0.23,0.18,0.32,0.01,0.16
nosleepsoftware.csv,0.0,0.23,0.69,0.08,0.11,0.0,0.07,0.1,0.26,0.19,0.02,0.02,0.0,0.05,0.11,0.01,0.07
ogre.csv,0.38,0.71,1.0,0.7,0.42,0.33,0.89,0.58,0.94,0.5,0.58,0.42,0.77,0.65,0.61,0.9,0.66
openfrag.csv,0.81,0.68,0.0,0.78,0.74,0.89,0.96,0.65,0.14,0.94,0.74,0.98,0.85,0.57,0.82,0.97,0.62
qdvdauthor.csv,0.56,0.25,0.06,0.03,0.84,0.72,0.22,0.97,0.33,0.44,0.71,0.82,0.31,0.7,0.36,0.77,0.55
sumatrapdf.csv,1.0,0.82,0.75,0.92,0.95,0.94,0.67,0.74,0.61,1.0,0.94,1.0,0.92,0.82,1.0,1.0,0.96
zxing.csv,0.77,0.52,0.0,0.78,0.79,0.78,0.56,0.32,0.13,0.75,0.44,0.82,0.77,0.7,0.79,0.99,0.77
