,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.46,0.0,0.0,0.99,0.13,0.17
jahshaka.csv,0.62,0.82,0.41,0.43,0.51,0.53
jam-daq.csv,0.59,0.11,0.59,0.64,0.62,0.71
jatlas.csv,0.57,0.59,0.48,0.56,0.96,0.63
jedit.csv,0.76,0.6,0.57,0.0,0.3,0.0
open-media-library.csv,0.6,0.49,0.69,0.62,0.86,0.73
