,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.29,0.06,0.27,0.0,0.11,0.16,0.21,0.16
anaxagora.csv,0.68,0.3,1.0,0.33,0.27,0.89,0.79,0.63
botsnscouts.csv,0.23,0.49,0.97,0.22,0.4,0.32,0.86,0.48
emisview.csv,0.39,0.3,0.5,0.15,0.19,0.48,0.21,0.32
matrex.csv,0.03,0.42,0.37,0.3,0.08,0.15,0.07,0.05
mediaportal.csv,0.06,0.06,0.23,0.11,0.12,0.11,0.0,0.26
mediate.csv,0.42,0.36,0.43,0.22,0.32,0.52,0.43,0.39
ontopia.csv,0.52,0.57,0.43,0.22,0.36,0.13,0.29,0.46
