,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,16.0,1.0,215.0,10.0,0.0,27.0,3.0,0.0,0.0,28.0,1.0,28.0,13.0,3.0,2.0,4.0,0.0,2.0,1.0,103.0
blogentis.csv,72.0,7.0,0.0,10.0,0.0,27.0,1.0,0.0,12.0,61.0,15.0,86.0,3.0,0.0,9.0,5.0,2.0,1.0,16.0,103.0
carabiner.csv,41.0,2.0,90.0,8.0,0.0,22.0,2.0,0.0,10.0,34.0,16.0,62.0,17.0,2.0,4.0,0.0,10.0,2.0,3.0,55.0
continuum-ide.csv,72.0,9.0,0.0,6.0,1.0,13.0,1.0,0.0,4.0,4.0,2.0,5.0,1.0,5.0,2.0,10.0,14.0,1.0,2.0,30.0
emulemorph.csv,72.0,0.0,10.0,1.0,0.0,169.0,8.0,60.0,0.0,61.0,1.0,86.0,0.0,1.0,1.0,58.0,4.0,6.0,10.0,103.0
free-evolution.csv,20.0,7.0,0.0,4.0,3.0,22.0,10.0,0.0,12.0,59.0,4.0,15.0,2.0,5.0,14.0,10.0,15.0,9.0,5.0,90.0
gtad.csv,4.0,0.0,94.0,3.0,0.0,1.0,4.0,0.0,1.0,21.0,0.0,1.0,12.0,0.0,1.0,3.0,10.0,4.0,1.0,103.0
htmlunit.csv,19.0,2.0,115.0,7.0,0.0,44.0,0.0,0.0,1.0,61.0,6.0,8.0,22.0,0.0,7.0,9.0,12.0,3.0,0.0,103.0
jaxen.csv,49.0,7.0,0.0,2.0,0.0,20.0,14.0,0.0,2.0,54.0,10.0,4.0,63.0,9.0,13.0,11.0,7.0,6.0,13.0,103.0
jsr308-langtools.csv,29.0,4.0,355.0,158.0,0.0,16.0,14.0,0.0,2.0,50.0,276.0,53.0,109.0,0.0,6.0,11.0,1.0,4.0,6.0,103.0
jvcl.csv,10.0,0.0,0.0,1.0,0.0,10.0,3.0,0.0,1.0,61.0,3.0,20.0,22.0,1.0,2.0,3.0,5.0,8.0,0.0,70.0
kaffeine.csv,52.0,2.0,355.0,7.0,0.0,11.0,0.0,0.0,91.0,31.0,3.0,35.0,1.0,11.0,3.0,4.0,8.0,1.0,2.0,34.0
m-m-m.csv,25.0,3.0,0.0,9.0,0.0,13.0,13.0,0.0,2.0,60.0,27.0,69.0,17.0,8.0,7.0,13.0,7.0,8.0,4.0,32.0
motu.csv,43.0,1.0,0.0,9.0,2.0,24.0,15.0,0.0,4.0,61.0,27.0,69.0,11.0,10.0,6.0,0.0,8.0,10.0,5.0,103.0
nh3d.csv,55.0,4.0,0.0,158.0,0.0,24.0,15.0,0.0,2.0,61.0,12.0,70.0,109.0,11.0,10.0,13.0,7.0,8.0,16.0,92.0
sarasvati.csv,16.0,1.0,16.0,10.0,0.0,19.0,3.0,0.0,91.0,15.0,9.0,54.0,109.0,4.0,1.0,1.0,6.0,2.0,2.0,22.0
taokgame.csv,11.0,108.0,355.0,6.0,0.0,31.0,6.0,0.0,2.0,61.0,4.0,19.0,17.0,4.0,4.0,58.0,10.0,9.0,0.0,103.0
wgs-assembler.csv,19.0,1.0,0.0,10.0,1.0,39.0,11.0,0.0,2.0,58.0,6.0,57.0,32.0,5.0,6.0,7.0,38.0,6.0,15.0,44.0
