,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.04,0.39,0.0,0.1,1.0,0.09,0.28,0.84,0.16,0.03,0.39,0.06,0.07,0.75,0.35,0.27,0.33,0.4,0.34,0.0
blogentis.csv,0.0,0.34,0.01,0.11,0.72,0.03,0.46,0.85,0.04,0.0,0.32,0.0,0.03,0.83,0.25,0.17,0.29,0.5,0.2,0.0
carabiner.csv,0.03,0.39,0.01,0.1,0.95,0.14,0.32,0.82,0.05,0.03,0.31,0.05,0.06,0.79,0.35,0.33,0.18,0.57,0.25,0.02
continuum-ide.csv,0.0,0.36,0.01,0.09,0.55,0.14,0.6,0.83,0.04,0.2,0.37,0.11,0.04,0.56,0.56,0.19,0.16,0.5,0.29,0.03
emulemorph.csv,0.0,0.41,0.05,0.21,1.0,0.0,0.37,0.0,0.27,0.0,0.83,0.0,0.13,0.86,0.67,0.0,0.2,0.12,0.22,0.0
free-evolution.csv,0.06,0.36,0.02,0.1,0.89,0.07,0.27,0.9,0.12,0.02,0.39,0.16,0.1,0.68,0.3,0.2,0.15,0.36,0.37,0.01
gtad.csv,0.13,0.44,0.01,0.2,1.0,0.15,0.33,1.0,0.05,0.05,0.58,0.29,0.11,1.0,0.32,0.36,0.24,0.42,0.38,0.0
htmlunit.csv,0.05,0.36,0.01,0.16,1.0,0.07,0.26,0.91,0.19,0.0,0.53,0.14,0.08,0.88,0.28,0.27,0.15,0.35,0.33,0.0
jaxen.csv,0.03,0.33,0.01,0.14,0.8,0.08,0.26,0.8,0.24,0.02,0.37,0.38,0.05,0.62,0.27,0.25,0.16,0.29,0.27,0.0
jsr308-langtools.csv,0.04,0.29,0.0,0.0,0.91,0.07,0.26,0.82,0.1,0.02,0.0,0.07,0.0,0.97,0.33,0.23,0.2,0.31,0.29,0.0
jvcl.csv,0.06,0.55,0.5,0.25,1.0,0.17,0.31,1.0,0.12,0.0,0.43,0.1,0.08,0.8,0.37,0.29,0.19,0.3,0.53,0.01
kaffeine.csv,0.03,0.4,0.0,0.1,0.98,0.11,0.31,0.81,0.0,0.03,0.43,0.08,0.06,0.62,0.35,0.31,0.18,0.37,0.27,0.02
m-m-m.csv,0.05,0.37,0.02,0.08,0.88,0.07,0.23,0.92,0.09,0.02,0.26,0.06,0.06,0.59,0.31,0.23,0.16,0.31,0.26,0.03
motu.csv,0.03,0.39,0.02,0.11,0.79,0.05,0.24,0.84,0.1,0.0,0.3,0.05,0.07,0.6,0.32,0.48,0.2,0.35,0.28,0.0
nh3d.csv,0.03,0.41,0.67,0.0,0.82,0.06,0.26,0.84,0.11,0.02,0.5,0.06,0.0,0.58,0.3,0.22,0.16,0.3,0.24,0.01
sarasvati.csv,0.06,0.43,0.01,0.05,1.0,0.15,0.2,0.87,0.0,0.06,0.35,0.06,0.0,0.65,0.34,0.26,0.24,0.43,0.35,0.04
taokgame.csv,0.05,0.0,0.0,0.09,1.0,0.05,0.29,1.0,0.56,0.0,0.19,0.09,0.09,0.5,0.31,0.0,0.12,0.31,0.5,0.0
wgs-assembler.csv,0.08,0.45,0.01,0.11,0.97,0.06,0.31,1.0,0.3,0.02,0.55,0.07,0.07,0.72,0.31,0.26,0.16,0.38,0.25,0.02
