,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.38,0.7,0.78,1.0,0.0,0.5,0.74,0.3,0.39,0.46,0.34,0.4,0.65,0.25,0.77,0.76,0.27,0.41,0.27,0.69
blogentis.csv,0.42,0.3,0.71,0.11,1.0,0.22,0.28,0.2,0.32,0.28,0.43,0.02,0.58,0.1,0.54,0.11,0.09,0.02,0.68,0.22
carabiner.csv,0.8,0.81,0.43,0.92,0.18,0.16,0.74,0.4,0.74,0.56,0.89,0.87,0.73,0.2,0.79,0.48,0.52,0.24,0.5,0.63
continuum-ide.csv,0.1,0.89,0.95,0.51,0.82,0.11,0.06,0.3,0.32,0.07,0.46,0.1,0.22,0.35,0.28,0.37,0.19,0.04,0.14,0.35
emulemorph.csv,0.0,0.14,0.06,0.22,0.0,0.14,0.32,0.0,0.13,0.1,0.01,0.07,0.33,0.1,0.03,0.11,0.04,0.14,0.44,0.58
free-evolution.csv,0.42,1.0,0.34,0.84,0.27,0.47,0.87,0.3,0.82,0.97,0.66,0.32,0.44,0.65,0.77,0.87,0.74,0.75,0.34,0.98
gtad.csv,0.18,0.5,0.44,0.08,0.0,0.18,0.45,0.0,0.22,0.34,0.12,0.06,0.24,0.0,0.33,0.39,0.12,0.14,0.12,0.21
htmlunit.csv,0.49,0.84,0.5,0.34,0.0,0.39,0.51,0.1,0.32,0.52,0.23,0.15,0.43,0.1,0.59,0.7,0.48,0.47,0.22,0.83
jaxen.csv,0.83,0.83,0.9,0.56,1.0,0.49,0.81,0.8,0.34,0.89,0.39,0.1,0.81,0.75,0.82,0.78,0.86,0.78,0.51,0.76
jsr308-langtools.csv,0.63,0.49,0.0,0.0,0.36,0.72,0.97,1.0,0.67,0.82,0.0,0.79,0.0,0.05,0.9,0.87,0.65,0.9,0.65,0.35
jvcl.csv,0.21,0.07,0.01,0.19,0.0,0.09,0.49,0.0,0.56,0.23,0.15,0.34,0.33,0.05,0.31,0.22,0.16,0.45,0.07,0.75
kaffeine.csv,0.96,0.09,0.36,0.98,0.09,0.41,0.58,0.4,0.32,0.51,0.47,0.54,0.88,0.9,0.79,0.52,0.33,0.24,0.59,0.44
m-m-m.csv,0.54,0.46,0.5,0.85,0.36,0.8,0.93,0.4,0.76,0.98,0.94,0.99,0.63,0.65,0.85,0.96,0.83,0.98,0.52,0.32
motu.csv,0.83,0.6,0.72,0.95,0.73,0.9,0.99,0.7,0.56,0.2,0.98,0.96,0.67,0.85,0.49,0.26,0.67,0.69,0.36,0.91
nh3d.csv,1.0,0.46,0.01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14,1.0,0.04,0.95,1.0,1.0,1.0,1.0,1.0,1.0
sarasvati.csv,0.41,0.23,0.47,0.7,0.0,0.28,0.46,0.2,0.3,0.25,0.29,0.77,0.25,0.4,0.49,0.43,0.27,0.33,0.24,0.22
taokgame.csv,0.28,0.0,0.0,0.44,0.0,0.23,0.22,0.0,0.1,0.25,0.09,0.24,0.29,0.25,0.23,0.07,0.46,0.35,0.08,0.08
wgs-assembler.csv,0.32,0.31,0.85,0.94,0.09,0.73,0.7,0.0,0.26,0.95,0.19,0.84,0.53,0.55,0.51,0.76,0.71,0.59,0.71,0.53
